#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP099547.1,45731,46612,+,,,NG665_RS00175,WP_252673319.1,293,glycosyltransferase family 2 protein
chromosome,NZ_CP099547.1,46689,47426,+,,,NG665_RS00180,WP_252673320.1,245,glycerophosphoryl diester phosphodiesterase
chromosome,NZ_CP099547.1,47633,48625,-,,rfbB,NG665_RS00185,WP_252673321.1,330,"dTDP-glucose 4,6-dehydratase"
chromosome,NZ_CP099547.1,48871,49785,+,,,NG665_RS00190,WP_252673322.1,304,ABC transporter permease
chromosome,NZ_CP099547.1,49785,51023,+,,,NG665_RS00195,WP_252673323.1,412,ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,51028,51249,+,,,NG665_RS00200,WP_252673324.1,73,hypothetical protein
chromosome,NZ_CP099547.1,51201,52118,+,,,NG665_RS00205,WP_252673325.1,305,rhamnan synthesis F family protein
chromosome,NZ_CP099547.1,52120,54180,+,,,NG665_RS00210,WP_252673326.1,686,glycoside hydrolase family 99-like domain-containing protein
chromosome,NZ_CP099547.1,54291,56294,+,,,NG665_RS00215,WP_252673327.1,667,DUF2142 domain-containing protein
chromosome,NZ_CP099547.1,56405,57142,+,,,NG665_RS00220,WP_252673328.1,245,glycosyltransferase family 2 protein
chromosome,NZ_CP099547.1,57150,57554,+,,,NG665_RS00225,WP_252673329.1,134,DUF2304 domain-containing protein
chromosome,NZ_CP099547.1,57546,57896,-,,,NG665_RS00230,WP_252673330.1,116,DUF2304 domain-containing protein
chromosome,NZ_CP099547.1,57899,58612,-,,,NG665_RS00235,WP_252673331.1,237,glycosyltransferase family 2 protein
chromosome,NZ_CP099547.1,58752,60299,+,,,NG665_RS00240,WP_252673332.1,515,DUF2142 domain-containing protein
chromosome,NZ_CP099547.1,60315,61535,-,,,NG665_RS00245,WP_252673333.1,406,hypothetical protein
chromosome,NZ_CP099547.1,61588,62469,+,,,NG665_RS00250,WP_252673334.1,293,glycosyltransferase
chromosome,NZ_CP099547.1,62506,63363,-,,,NG665_RS00255,WP_252673335.1,285,LicD family protein
chromosome,NZ_CP099547.1,63395,65191,-,,,NG665_RS00260,WP_252673336.1,598,phosphotransferase
chromosome,NZ_CP099547.1,65279,66388,-,,,NG665_RS00265,WP_252673337.1,369,glycosyltransferase family 4 protein
chromosome,NZ_CP099547.1,66417,67268,-,,rfbD,NG665_RS00270,WP_252673338.1,283,dTDP-4-dehydrorhamnose reductase
chromosome,NZ_CP099547.1,67474,68736,-,,,NG665_RS00275,WP_252673339.1,420,oligosaccharide flippase family protein
chromosome,NZ_CP099547.1,69081,70097,+,,,NG665_RS00280,WP_252673340.1,338,glycosyltransferase
chromosome,NZ_CP099547.1,70257,70874,+,,,NG665_RS00285,WP_252673341.1,205,"dTDP-4-dehydrorhamnose 3,5-epimerase"
chromosome,NZ_CP099547.1,71026,71919,-,,,NG665_RS00290,WP_252673342.1,297,glycosyltransferase family 2 protein
chromosome,NZ_CP099547.1,71921,72796,-,,rfbA,NG665_RS00295,WP_252673343.1,291,glucose-1-phosphate thymidylyltransferase RfbA
chromosome,NZ_CP099547.1,73002,73889,-,,,NG665_RS00300,WP_252673344.1,295,apolipoprotein A1/A4/E family protein
chromosome,NZ_CP099547.1,74192,74713,+,,,NG665_RS00305,WP_252673345.1,173,peptidylprolyl isomerase
chromosome,NZ_CP099547.1,74795,75370,+,,,NG665_RS00310,WP_252674116.1,191,rhomboid family intramembrane serine protease
chromosome,NZ_CP099547.1,76204,76473,-,,,NG665_RS00315,WP_252673346.1,89,cell division protein CrgA
chromosome,NZ_CP099547.1,76598,77530,+,,,NG665_RS00320,WP_252673347.1,310,class E sortase
chromosome,NZ_CP099547.1,77534,77689,+,,,NG665_RS00325,WP_252673348.1,51,hypothetical protein
chromosome,NZ_CP099547.1,77823,79724,-,,pknB,NG665_RS00330,WP_252673349.1,633,Stk1 family PASTA domain-containing Ser/Thr kinase
chromosome,NZ_CP099547.1,79808,81253,-,,,NG665_RS00335,WP_252673350.1,481,penicillin-binding transpeptidase domain-containing protein
chromosome,NZ_CP099547.1,81250,82788,-,,,NG665_RS00340,WP_252673351.1,512,FtsW/RodA/SpoVE family cell cycle protein
chromosome,NZ_CP099547.1,82785,84089,-,,,NG665_RS00345,WP_252673352.1,434,protein phosphatase 2C domain-containing protein
chromosome,NZ_CP099547.1,84089,84547,-,,,NG665_RS00350,WP_252673353.1,152,FHA domain-containing protein
chromosome,NZ_CP099547.1,84544,85242,-,,,NG665_RS00355,WP_252673354.1,232,DUF3662 domain-containing protein
chromosome,NZ_CP099547.1,86206,88983,+,,,NG665_RS00365,WP_252673355.1,925,SpaA isopeptide-forming pilin-related protein
chromosome,NZ_CP099547.1,89032,90525,+,,,NG665_RS00370,WP_252673356.1,497,SpaH/EbpB family LPXTG-anchored major pilin
chromosome,NZ_CP099547.1,90636,91541,+,,,NG665_RS00375,WP_252673357.1,301,class C sortase
chromosome,NZ_CP099547.1,91584,92417,-,,,NG665_RS00380,WP_252673358.1,277,TRIC cation channel family protein
chromosome,NZ_CP099547.1,92426,93364,-,,,NG665_RS00385,WP_252673359.1,312,macro domain-containing protein
chromosome,NZ_CP099547.1,93436,94053,+,,,NG665_RS00390,WP_252673360.1,205,ribonuclease HI
chromosome,NZ_CP099547.1,94172,96349,+,,,NG665_RS00395,WP_252673361.1,725,S9 family peptidase
chromosome,NZ_CP099547.1,96521,97858,-,,mtnN,NG665_RS00400,WP_252673362.1,445,5\\'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
chromosome,NZ_CP099547.1,97855,98316,-,,,NG665_RS00405,WP_252673363.1,153,S-ribosylhomocysteine lyase
chromosome,NZ_CP099547.1,98756,99007,+,,nrdH,NG665_RS00410,WP_252673364.1,83,glutaredoxin-like protein NrdH
chromosome,NZ_CP099547.1,99028,99429,+,,nrdI,NG665_RS00415,WP_252673365.1,133,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
chromosome,NZ_CP099547.1,99411,101561,+,,nrdE,NG665_RS00420,WP_252673366.1,716,class 1b ribonucleoside-diphosphate reductase subunit alpha
chromosome,NZ_CP099547.1,101596,102786,-,,,NG665_RS00425,WP_252673367.1,396,DUF1624 domain-containing protein
chromosome,NZ_CP099547.1,102874,103848,+,,nrdF,NG665_RS00430,WP_252673368.1,324,class 1b ribonucleoside-diphosphate reductase subunit beta
chromosome,NZ_CP099547.1,104012,104593,+,,,NG665_RS00435,WP_252673369.1,193,low molecular weight phosphotyrosine protein phosphatase
chromosome,NZ_CP099547.1,104703,105152,-,,,NG665_RS00440,WP_252673370.1,149,SprT-like domain-containing protein
chromosome,NZ_CP099547.1,105336,106739,-,,,NG665_RS00445,WP_252673371.1,467,putative DNA binding domain-containing protein
chromosome,NZ_CP099547.1,106980,107663,+,,,NG665_RS00450,WP_252673372.1,227,hypothetical protein
chromosome,NZ_CP099547.1,107810,108589,-,,,NG665_RS00455,WP_252673373.1,259,amino acid ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,108605,109579,-,,,NG665_RS00460,WP_252673374.1,324,amino acid ABC transporter permease
chromosome,NZ_CP099547.1,109618,110532,-,,,NG665_RS00465,WP_252673375.1,304,ABC transporter substrate-binding protein
chromosome,NZ_CP099547.1,111020,115276,-,,hrpA,NG665_RS00470,WP_252673376.1,1418,ATP-dependent RNA helicase HrpA
chromosome,NZ_CP099547.1,115455,116480,+,,,NG665_RS00475,WP_252673377.1,341,endonuclease/exonuclease/phosphatase family protein
chromosome,NZ_CP099547.1,116571,116756,+,,,NG665_RS00480,WP_252673378.1,61,hypothetical protein
chromosome,NZ_CP099547.1,116753,117307,+,,,NG665_RS00485,WP_252673379.1,184,hypothetical protein
chromosome,NZ_CP099547.1,117370,117735,+,,,NG665_RS00490,WP_252673380.1,121,helix-turn-helix domain-containing protein
chromosome,NZ_CP099547.1,117732,118151,+,,,NG665_RS00495,WP_252673381.1,139,hypothetical protein
chromosome,NZ_CP099547.1,118110,119225,-,,,NG665_RS00500,WP_252673382.1,371,DUF2183 domain-containing protein
chromosome,NZ_CP099547.1,119525,120769,-,,,NG665_RS00505,WP_252673383.1,414,MFS transporter
chromosome,NZ_CP099547.1,120887,124036,+,,,NG665_RS00510,WP_252673384.1,1049,DUF6531 domain-containing protein
chromosome,NZ_CP099547.1,124051,126462,+,,,NG665_RS00515,WP_252673385.1,803,hypothetical protein
chromosome,NZ_CP099547.1,126452,127630,+,,,NG665_RS00520,WP_252673386.1,392,hypothetical protein
chromosome,NZ_CP099547.1,128291,129040,-,,,NG665_RS00525,WP_252673387.1,249,GntR family transcriptional regulator
chromosome,NZ_CP099547.1,129046,130728,-,,pgm,NG665_RS00530,WP_252673388.1,560,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
chromosome,NZ_CP099547.1,130762,133386,-,,,NG665_RS00535,WP_252673389.1,874,flippase-like domain-containing protein
chromosome,NZ_CP099547.1,133396,135579,-,,,NG665_RS00540,WP_252673390.1,727,cation-translocating P-type ATPase
chromosome,NZ_CP099547.1,135576,135806,-,,,NG665_RS00545,WP_252673391.1,76,heavy-metal-associated domain-containing protein
chromosome,NZ_CP099547.1,135890,137353,-,,,NG665_RS00550,WP_252673392.1,487,hypothetical protein
chromosome,NZ_CP099547.1,137437,138102,-,,,NG665_RS00555,WP_252673393.1,221,DedA family protein
chromosome,NZ_CP099547.1,138116,138520,-,,,NG665_RS00560,WP_252673394.1,134,phage holin family protein
chromosome,NZ_CP099547.1,138538,139272,-,,,NG665_RS00565,WP_252673395.1,244,YwiC-like family protein
chromosome,NZ_CP099547.1,139331,140227,-,,,NG665_RS00570,WP_252673396.1,298,hypothetical protein
chromosome,NZ_CP099547.1,140342,141094,+,,aroD,NG665_RS00575,WP_252673397.1,250,type I 3-dehydroquinate dehydratase
chromosome,NZ_CP099547.1,141168,141671,-,,,NG665_RS00580,WP_252673398.1,167,phosphoribosyltransferase
chromosome,NZ_CP099547.1,141936,142895,+,,,NG665_RS00585,WP_252673399.1,319,metal ABC transporter substrate-binding protein
chromosome,NZ_CP099547.1,142940,143650,+,,,NG665_RS00590,WP_252673400.1,236,metal ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,143647,144594,+,,,NG665_RS00595,WP_252673401.1,315,metal ABC transporter permease
chromosome,NZ_CP099547.1,144591,145457,+,,,NG665_RS00600,WP_252673402.1,288,metal ABC transporter permease
chromosome,NZ_CP099547.1,145498,146172,-,,,NG665_RS00605,WP_252673403.1,224,metal-dependent transcriptional regulator
chromosome,NZ_CP099547.1,146279,146860,+,,dcd,NG665_RS00610,WP_252673404.1,193,dCTP deaminase
chromosome,NZ_CP099547.1,146914,149799,+,,,NG665_RS00615,WP_252673405.1,961,Na+/H+ antiporter subunit A
chromosome,NZ_CP099547.1,149796,150296,+,,,NG665_RS00620,WP_252673406.1,166,Na(+)/H(+) antiporter subunit C
chromosome,NZ_CP099547.1,150296,151846,+,,,NG665_RS00625,WP_252673407.1,516,Na+/H+ antiporter subunit D
chromosome,NZ_CP099547.1,151843,152454,+,,,NG665_RS00630,WP_252673408.1,203,Na+/H+ antiporter subunit E
chromosome,NZ_CP099547.1,152451,152711,+,,,NG665_RS00635,WP_252673409.1,86,monovalent cation/H+ antiporter complex subunit F
chromosome,NZ_CP099547.1,152711,153067,+,,mnhG,NG665_RS00640,WP_252674117.1,118,monovalent cation/H(+) antiporter subunit G
chromosome,NZ_CP099547.1,153121,153381,+,,,NG665_RS00645,WP_252673410.1,86,DUF4235 domain-containing protein
chromosome,NZ_CP099547.1,153697,154773,+,,,NG665_RS00650,WP_252673411.1,358,thiamine ABC transporter substrate-binding protein
chromosome,NZ_CP099547.1,154787,156487,+,,,NG665_RS00655,WP_252673412.1,566,iron ABC transporter permease
chromosome,NZ_CP099547.1,156487,157134,+,,,NG665_RS00660,WP_252673413.1,215,ABC transporter ATP-binding protein
chromosome,NZ_CP099547.1,157257,158588,-,,,NG665_RS00665,WP_252673414.1,443,DUF4921 family protein
chromosome,NZ_CP099547.1,158666,159958,+,,,NG665_RS00670,WP_252673415.1,430,MFS transporter
chromosome,NZ_CP099547.1,160066,161067,+,,,NG665_RS00675,WP_252673416.1,333,aminoacyltransferase
chromosome,NZ_CP099547.1,161067,162245,+,,,NG665_RS00680,WP_252673417.1,392,ATP-grasp domain-containing protein
chromosome,NZ_CP099547.1,162253,164346,-,,,NG665_RS00685,WP_252673418.1,697,prolyl oligopeptidase family serine peptidase
chromosome,NZ_CP099547.1,164704,166554,+,,dnaK,NG665_RS00690,WP_252673419.1,616,molecular chaperone DnaK
chromosome,NZ_CP099547.1,166630,167250,+,,grpE,NG665_RS00695,WP_252673420.1,206,nucleotide exchange factor GrpE
chromosome,NZ_CP099547.1,167320,168309,+,,,NG665_RS00700,WP_252673421.1,329,DnaJ domain-containing protein
chromosome,NZ_CP099547.1,169027,169584,+,,,NG665_RS00710,WP_252673422.1,185,CoA pyrophosphatase
chromosome,NZ_CP099547.1,169571,169984,-,,,NG665_RS00715,WP_252673423.1,137,DUF3806 domain-containing protein
chromosome,NZ_CP099547.1,170160,173453,+,,,NG665_RS00720,WP_252673424.1,1097,ExeM/NucH family extracellular endonuclease
chromosome,NZ_CP099547.1,174443,174958,-,,ybaK,NG665_RS00725,WP_252673425.1,171,Cys-tRNA(Pro) deacylase
chromosome,NZ_CP099547.1,174973,175494,+,,,NG665_RS00730,WP_252673426.1,173,GNAT family N-acetyltransferase
chromosome,NZ_CP099547.1,175491,176006,-,,,NG665_RS00735,WP_252673427.1,171,tryptophan-rich sensory protein
chromosome,NZ_CP099547.1,176074,177072,+,,gluQRS,NG665_RS00740,WP_252673428.1,332,tRNA glutamyl-Q(34) synthetase GluQRS
chromosome,NZ_CP099547.1,177093,177266,-,,,NG665_RS00745,WP_252673429.1,57,antitoxin
chromosome,NZ_CP099547.1,177512,180178,+,,clpB,NG665_RS00750,WP_252673430.1,888,ATP-dependent chaperone ClpB
chromosome,NZ_CP099547.1,180259,181728,+,,,NG665_RS00755,WP_252673431.1,489,amino acid permease
chromosome,NZ_CP099547.1,181833,182912,-,,,NG665_RS00760,WP_252673432.1,359,inositol-3-phosphate synthase
chromosome,NZ_CP099547.1,183071,183892,+,,,NG665_RS00765,WP_252673433.1,273,beta-lactamase family protein
chromosome,NZ_CP099547.1,183899,184702,-,,,NG665_RS00770,WP_252673434.1,267,exodeoxyribonuclease III
chromosome,NZ_CP099547.1,184739,185509,+,,,NG665_RS00775,WP_252673435.1,256,SDR family NAD(P)-dependent oxidoreductase
chromosome,NZ_CP099547.1,185610,186014,+,,,NG665_RS00780,WP_252673436.1,134,(deoxy)nucleoside triphosphate pyrophosphohydrolase
chromosome,NZ_CP099547.1,186017,188962,+,,,NG665_RS00785,WP_252673437.1,981,DEAD/DEAH box helicase
chromosome,NZ_CP099547.1,189005,189508,+,,,NG665_RS00790,WP_252673438.1,167,hypothetical protein
chromosome,NZ_CP099547.1,189588,190187,+,,,NG665_RS00795,WP_252674048.1,199,RNA methyltransferase
chromosome,NZ_CP099547.1,190200,191084,-,,,NG665_RS00800,WP_252673439.1,294,Sir2 family NAD-dependent protein deacetylase
chromosome,NZ_CP099547.1,191319,192917,+,,,NG665_RS00805,WP_252673440.1,532,protein phosphatase 1 regulatory subunit 42
chromosome,NZ_CP099547.1,193197,194219,+,,fbaA,NG665_RS00810,WP_252673441.1,340,class II fructose-bisphosphate aldolase
chromosome,NZ_CP099547.1,194457,196115,+,,,NG665_RS00815,WP_252673442.1,552,DUF4091 domain-containing protein
chromosome,NZ_CP099547.1,196112,199150,+,,,NG665_RS00820,WP_252673443.1,1012,hypothetical protein
chromosome,NZ_CP099547.1,199407,200732,+,,,NG665_RS00825,WP_252673444.1,441,extracellular solute-binding protein
chromosome,NZ_CP099547.1,200799,201749,+,,,NG665_RS00830,WP_252673445.1,316,sugar ABC transporter permease
chromosome,NZ_CP099547.1,201749,202660,+,,,NG665_RS00835,WP_252673446.1,303,carbohydrate ABC transporter permease
chromosome,NZ_CP099547.1,202807,203280,-,,,NG665_RS00840,WP_252673447.1,157,hypothetical protein
chromosome,NZ_CP099547.1,203267,204190,-,,,NG665_RS00845,WP_252673448.1,307,hypothetical protein
chromosome,NZ_CP099547.1,204327,205286,-,,,NG665_RS00850,WP_252673449.1,319,hypothetical protein
chromosome,NZ_CP099547.1,205694,207550,+,,,NG665_RS00855,WP_252673450.1,618,phosphoenolpyruvate carboxykinase (GTP)
chromosome,NZ_CP099547.1,207898,208797,+,,,NG665_RS00860,WP_252673451.1,299,phosphoribosylaminoimidazolesuccinocarboxamide synthase
chromosome,NZ_CP099547.1,208923,210260,+,,gdhA,NG665_RS00865,WP_252673452.1,445,NADP-specific glutamate dehydrogenase
chromosome,NZ_CP099547.1,210366,210731,+,,,NG665_RS00870,WP_252673453.1,121,sterol carrier family protein
chromosome,NZ_CP099547.1,210784,211017,-,,,NG665_RS00875,WP_252673454.1,77,DUF3073 domain-containing protein
chromosome,NZ_CP099547.1,211372,211563,+,,,NG665_RS00880,WP_168917182.1,63,MULTISPECIES: BldC family transcriptional regulator
chromosome,NZ_CP099547.1,211673,212023,-,,,NG665_RS00885,WP_252673455.1,116,DUF3618 domain-containing protein
chromosome,NZ_CP099547.1,212020,212463,-,,,NG665_RS00890,WP_252673456.1,147,phage holin family protein
chromosome,NZ_CP099547.1,212577,214424,-,,murJ,NG665_RS00895,WP_252673457.1,615,murein biosynthesis integral membrane protein MurJ
chromosome,NZ_CP099547.1,215810,216904,+,,,NG665_RS00905,WP_252674049.1,364,IS1249 family transposase
chromosome,NZ_CP099547.1,217024,218334,+,,,NG665_RS00910,WP_252672639.1,436,ISL3 family transposase
chromosome,NZ_CP099547.1,219150,220706,+,,,NG665_RS00930,WP_252673458.1,518,mechanosensitive ion channel family protein
chromosome,NZ_CP099547.1,220709,221161,+,,msrB,NG665_RS00935,WP_252673459.1,150,peptide-methionine (R)-S-oxide reductase MsrB
chromosome,NZ_CP099547.1,221161,221955,+,,,NG665_RS00940,WP_252673460.1,264,endonuclease/exonuclease/phosphatase family protein
chromosome,NZ_CP099547.1,222297,222890,+,,,NG665_RS00950,WP_252673461.1,197,hypothetical protein
chromosome,NZ_CP099547.1,223061,224074,-,,,NG665_RS00955,WP_252673462.1,337,inorganic phosphate transporter
chromosome,NZ_CP099547.1,224074,224658,-,,,NG665_RS00960,WP_252674050.1,194,DUF47 family protein
chromosome,NZ_CP099547.1,224962,226392,+,,,NG665_RS00965,WP_252673463.1,476,alanine:cation symporter family protein
chromosome,NZ_CP099547.1,226871,227662,+,,,NG665_RS00970,WP_252673464.1,263,hypothetical protein
chromosome,NZ_CP099547.1,227696,228310,+,,,NG665_RS00975,WP_252673465.1,204,FABP family protein
chromosome,NZ_CP099547.1,228307,229440,+,,,NG665_RS00980,WP_252673466.1,377,folate-binding protein
chromosome,NZ_CP099547.1,229440,229901,+,,dtd,NG665_RS00985,WP_252673467.1,153,D-aminoacyl-tRNA deacylase
chromosome,NZ_CP099547.1,229991,232588,+,,,NG665_RS00990,WP_252673468.1,865,ATP-dependent Clp protease ATP-binding subunit
chromosome,NZ_CP099547.1,232923,234296,+,,trpB,NG665_RS00995,WP_252673469.1,457,tryptophan synthase subunit beta
chromosome,NZ_CP099547.1,234298,235638,-,,,NG665_RS01000,WP_252673470.1,446,TRAP transporter large permease subunit
chromosome,NZ_CP099547.1,235849,238587,+,,ppdK,NG665_RS01005,WP_252673471.1,912,"pyruvate, phosphate dikinase"
chromosome,NZ_CP099547.1,238801,240681,+,,,NG665_RS01010,WP_252673472.1,626,acyltransferase
chromosome,NZ_CP099547.1,240787,242151,+,,,NG665_RS01015,WP_252673473.1,454,hypothetical protein
chromosome,NZ_CP099547.1,242207,243235,-,,,NG665_RS01020,WP_252673474.1,342,alpha/beta hydrolase
chromosome,NZ_CP099547.1,243391,244683,+,,,NG665_RS01025,WP_252673475.1,430,MFS transporter
chromosome,NZ_CP099547.1,244856,246418,+,,,NG665_RS01030,WP_252673476.1,520,NlpC/P60 family protein
chromosome,NZ_CP099547.1,246524,247027,-,,,NG665_RS01035,WP_252673477.1,167,inorganic diphosphatase
chromosome,NZ_CP099547.1,247111,248481,+,,dacB,NG665_RS01040,WP_252673478.1,456,D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase
chromosome,NZ_CP099547.1,248484,249362,+,,,NG665_RS01045,WP_252673479.1,292,zinc-dependent metalloprotease
chromosome,NZ_CP099547.1,249379,250479,+,,tilS,NG665_RS01050,WP_252673480.1,366,tRNA lysidine(34) synthetase TilS
chromosome,NZ_CP099547.1,250476,252713,+,,ftsH,NG665_RS01055,WP_252673481.1,745,ATP-dependent zinc metalloprotease FtsH
chromosome,NZ_CP099547.1,252706,253299,+,,folE,NG665_RS01060,WP_252673482.1,197,GTP cyclohydrolase I FolE
chromosome,NZ_CP099547.1,253308,254120,+,,folP,NG665_RS01065,WP_252673483.1,270,dihydropteroate synthase
chromosome,NZ_CP099547.1,254135,255010,+,,folK,NG665_RS01070,WP_252673484.1,291,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
chromosome,NZ_CP099547.1,255000,255485,+,,,NG665_RS01075,WP_252674051.1,161,DUF3180 family protein
chromosome,NZ_CP099547.1,255505,256008,+,,,NG665_RS01080,WP_252673485.1,167,PH domain-containing protein
chromosome,NZ_CP099547.1,256012,257550,+,,,NG665_RS01085,WP_252673486.1,512,PH domain-containing protein
chromosome,NZ_CP099547.1,257537,258421,+,,,NG665_RS01090,WP_252673487.1,294,DUF2520 domain-containing protein
chromosome,NZ_CP099547.1,258476,259303,+,,panC,NG665_RS01095,WP_252673488.1,275,pantoate--beta-alanine ligase
chromosome,NZ_CP099547.1,259320,259736,+,,,NG665_RS01100,WP_252674052.1,138,aspartate 1-decarboxylase
chromosome,NZ_CP099547.1,259806,261389,+,,lysS,NG665_RS01105,WP_252673489.1,527,lysine--tRNA ligase
chromosome,NZ_CP099547.1,261487,265782,-,,,NG665_RS01110,WP_252673490.1,1431,exo-alpha-sialidase
chromosome,NZ_CP099547.1,266037,267569,-,,glpK,NG665_RS01115,WP_252673491.1,510,glycerol kinase GlpK
chromosome,NZ_CP099547.1,267637,268383,-,,,NG665_RS01120,WP_252673492.1,248,aquaporin family protein
chromosome,NZ_CP099547.1,268568,269227,-,,,NG665_RS01125,WP_252673493.1,219,ATP-binding protein
chromosome,NZ_CP099547.1,269318,270580,-,,,NG665_RS01130,WP_252673494.1,420,anaerobic glycerol-3-phosphate dehydrogenase subunit C
chromosome,NZ_CP099547.1,270577,271776,-,,glpB,NG665_RS01135,WP_252673495.1,399,glycerol-3-phosphate dehydrogenase subunit GlpB
chromosome,NZ_CP099547.1,271776,273509,-,,glpA,NG665_RS01140,WP_252673496.1,577,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpA
chromosome,NZ_CP099547.1,273687,274637,+,,,NG665_RS01145,WP_252673497.1,316,helix-turn-helix domain-containing protein
chromosome,NZ_CP099547.1,274642,275532,-,,,NG665_RS01150,WP_252673498.1,296,A/G-specific adenine glycosylase
chromosome,NZ_CP099547.1,275593,277071,-,,,NG665_RS01155,WP_252673499.1,492,MFS transporter
chromosome,NZ_CP099547.1,277241,278149,+,,,NG665_RS01160,WP_252673500.1,302,hypothetical protein
chromosome,NZ_CP099547.1,278225,279598,-,,radA,NG665_RS01165,WP_252673501.1,457,DNA repair protein RadA
chromosome,NZ_CP099547.1,279747,280415,-,,,NG665_RS01170,WP_252673502.1,222,TrkA family potassium uptake protein
chromosome,NZ_CP099547.1,280453,281898,-,,,NG665_RS01175,WP_252673503.1,481,TrkH family potassium uptake protein
