#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NC_014218.1,135513,137006,-,,,ARCH_RS00535,WP_013169366.1,497,FtsW/RodA/SpoVE family cell cycle protein
chromosome,NC_014218.1,137003,138322,-,,,ARCH_RS00540,WP_013169367.1,439,protein phosphatase 2C domain-containing protein
chromosome,NC_014218.1,138319,138783,-,,,ARCH_RS00545,WP_013169368.1,154,FHA domain-containing protein
chromosome,NC_014218.1,138780,139478,-,,,ARCH_RS00550,WP_013169369.1,232,DUF3662 domain-containing protein
chromosome,NC_014218.1,139990,140796,-,,,ARCH_RS00560,WP_013169370.1,268,TRIC cation channel family protein
chromosome,NC_014218.1,140822,141730,-,,,ARCH_RS00565,WP_013169371.1,302,macro domain-containing protein
chromosome,NC_014218.1,141801,142385,+,,,ARCH_RS00570,WP_013169372.1,194,ribonuclease HI
chromosome,NC_014218.1,142428,144605,+,,,ARCH_RS00575,WP_013169373.1,725,S9 family peptidase
chromosome,NC_014218.1,144805,145677,+,,,ARCH_RS00580,WP_049765783.1,290,hypothetical protein
chromosome,NC_014218.1,146096,147433,-,,mtnN,ARCH_RS09175,WP_013169375.1,445,5\\'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
chromosome,NC_014218.1,147430,147891,-,,,ARCH_RS00590,WP_013169376.1,153,S-ribosylhomocysteine lyase
chromosome,NC_014218.1,147922,148062,-,,,ARCH_RS10040,WP_170121718.1,46,hypothetical protein
chromosome,NC_014218.1,148131,148382,+,,nrdH,ARCH_RS00595,WP_013169377.1,83,glutaredoxin-like protein NrdH
chromosome,NC_014218.1,148417,148818,+,,nrdI,ARCH_RS00600,WP_013169378.1,133,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
chromosome,NC_014218.1,148800,150950,+,,nrdE,ARCH_RS00605,WP_013169379.1,716,class 1b ribonucleoside-diphosphate reductase subunit alpha
chromosome,NC_014218.1,151293,151448,-,,,ARCH_RS10045,WP_170121717.1,51,hypothetical protein
chromosome,NC_014218.1,151535,152509,+,,nrdF,ARCH_RS00610,WP_013169380.1,324,class 1b ribonucleoside-diphosphate reductase subunit beta
chromosome,NC_014218.1,152747,153319,+,,,ARCH_RS00615,WP_013169382.1,190,low molecular weight phosphotyrosine protein phosphatase
chromosome,NC_014218.1,153345,153809,-,,,ARCH_RS00620,WP_013169383.1,154,SprT-like domain-containing protein
chromosome,NC_014218.1,153866,154537,+,,,ARCH_RS00625,WP_013169384.1,223,hypothetical protein
chromosome,NC_014218.1,155024,155797,-,,,ARCH_RS00630,WP_013169385.1,257,amino acid ABC transporter ATP-binding protein
chromosome,NC_014218.1,155811,156782,-,,,ARCH_RS00635,WP_013169386.1,323,amino acid ABC transporter permease
chromosome,NC_014218.1,156788,157693,-,,,ARCH_RS00640,WP_013169387.1,301,ABC transporter substrate-binding protein
chromosome,NC_014218.1,157829,161917,-,,hrpA,ARCH_RS00645,WP_013169388.1,1362,ATP-dependent RNA helicase HrpA
chromosome,NC_014218.1,162056,163075,+,,,ARCH_RS09180,WP_013169389.1,339,endonuclease/exonuclease/phosphatase family protein
chromosome,NC_014218.1,163206,164315,-,,,ARCH_RS00655,WP_013169390.1,369,DUF2183 domain-containing protein
chromosome,NC_014218.1,164516,165271,-,,,ARCH_RS00660,WP_013169391.1,251,GntR family transcriptional regulator
chromosome,NC_014218.1,165272,166954,-,,pgm,ARCH_RS00665,WP_013169392.1,560,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
chromosome,NC_014218.1,166980,169562,-,,,ARCH_RS00670,WP_013169393.1,860,flippase-like domain-containing protein
chromosome,NC_014218.1,169636,171822,-,,,ARCH_RS00675,WP_013169394.1,728,cation-translocating P-type ATPase
chromosome,NC_014218.1,171819,172046,-,,,ARCH_RS00680,WP_013169395.1,75,heavy-metal-associated domain-containing protein
chromosome,NC_014218.1,172125,173594,-,,,ARCH_RS00685,WP_013169396.1,489,hypothetical protein
chromosome,NC_014218.1,173658,174317,-,,,ARCH_RS00690,WP_013169397.1,219,DedA family protein
chromosome,NC_014218.1,174317,174718,-,,,ARCH_RS00695,WP_041640270.1,133,phage holin family protein
chromosome,NC_014218.1,174764,175528,-,,,ARCH_RS00700,WP_013169399.1,254,YwiC-like family protein
chromosome,NC_014218.1,175528,176460,-,,,ARCH_RS00705,WP_013169400.1,310,hypothetical protein
chromosome,NC_014218.1,176601,177329,+,,aroD,ARCH_RS00710,WP_013169401.1,242,type I 3-dehydroquinate dehydratase
chromosome,NC_014218.1,177746,178249,-,,,ARCH_RS00715,WP_013169402.1,167,phosphoribosyltransferase
chromosome,NC_014218.1,178587,179525,+,,,ARCH_RS00720,WP_013169403.1,312,zinc ABC transporter substrate-binding protein
chromosome,NC_014218.1,179540,180295,+,,,ARCH_RS00725,WP_013169404.1,251,metal ABC transporter ATP-binding protein
chromosome,NC_014218.1,180277,181221,+,,,ARCH_RS00730,WP_222831741.1,314,metal ABC transporter permease
chromosome,NC_014218.1,181218,182102,+,,,ARCH_RS00735,WP_013169406.1,294,metal ABC transporter permease
chromosome,NC_014218.1,182052,182729,-,,,ARCH_RS00740,WP_013169407.1,225,metal-dependent transcriptional regulator
chromosome,NC_014218.1,182848,183429,+,,dcd,ARCH_RS00745,WP_013169408.1,193,dCTP deaminase
chromosome,NC_014218.1,183482,186328,+,,,ARCH_RS00750,WP_013169409.1,948,Na+/H+ antiporter subunit A
chromosome,NC_014218.1,186328,186786,+,,,ARCH_RS00755,WP_013169410.1,152,Na(+)/H(+) antiporter subunit C
chromosome,NC_014218.1,186783,188336,+,,,ARCH_RS00760,WP_013169411.1,517,Na+/H+ antiporter subunit D
chromosome,NC_014218.1,188329,188940,+,,,ARCH_RS00765,WP_013169412.1,203,Na+/H+ antiporter subunit E
chromosome,NC_014218.1,188937,189197,+,,,ARCH_RS00770,WP_013169413.1,86,monovalent cation/H+ antiporter complex subunit F
chromosome,NC_014218.1,189194,189553,+,,mnhG,ARCH_RS00775,WP_013169414.1,119,monovalent cation/H(+) antiporter subunit G
chromosome,NC_014218.1,189596,189847,+,,,ARCH_RS00780,WP_013169415.1,83,DUF4235 domain-containing protein
chromosome,NC_014218.1,190061,191131,+,,,ARCH_RS00785,WP_013169416.1,356,thiamine ABC transporter substrate-binding protein
chromosome,NC_014218.1,191128,192939,+,,,ARCH_RS00790,WP_013169417.1,603,ABC transporter permease subunit
chromosome,NC_014218.1,192936,193583,+,,,ARCH_RS00795,WP_013169418.1,215,ABC transporter ATP-binding protein
chromosome,NC_014218.1,193718,195124,-,,,ARCH_RS00800,WP_013169419.1,468,family 20 glycosylhydrolase
chromosome,NC_014218.1,195124,196023,-,,,ARCH_RS00805,WP_231957970.1,299,ABC transporter permease subunit
chromosome,NC_014218.1,196032,197021,-,,,ARCH_RS00810,WP_013169421.1,329,sugar ABC transporter permease
chromosome,NC_014218.1,197053,198342,-,,,ARCH_RS00815,WP_013169422.1,429,sugar ABC transporter substrate-binding protein
chromosome,NC_014218.1,198866,200197,-,,,ARCH_RS00820,WP_013169423.1,443,DUF4921 family protein
chromosome,NC_014218.1,200287,201588,+,,,ARCH_RS00825,WP_013169424.1,433,MFS transporter
chromosome,NC_014218.1,201643,202644,+,,,ARCH_RS00830,WP_013169425.1,333,peptidoglycan bridge formation glycyltransferase FemA/FemB family protein
chromosome,NC_014218.1,202644,203822,+,,,ARCH_RS00835,WP_013169426.1,392,ATP-grasp domain-containing protein
chromosome,NC_014218.1,203987,204418,+,,,ARCH_RS00840,WP_013169427.1,143,cupin domain-containing protein
chromosome,NC_014218.1,204573,206642,-,,,ARCH_RS00845,WP_013169428.1,689,prolyl oligopeptidase family serine peptidase
chromosome,NC_014218.1,206847,208703,+,,dnaK,ARCH_RS00850,WP_013169429.1,618,molecular chaperone DnaK
chromosome,NC_014218.1,208792,209361,+,,grpE,ARCH_RS00855,WP_013169430.1,189,nucleotide exchange factor GrpE
chromosome,NC_014218.1,209408,210403,+,,,ARCH_RS00860,WP_013169431.1,331,DnaJ domain-containing protein
chromosome,NC_014218.1,211122,211769,+,,,ARCH_RS00870,WP_013169433.1,215,CoA pyrophosphatase
chromosome,NC_014218.1,211766,212167,-,,,ARCH_RS00875,WP_013169434.1,133,DUF3806 domain-containing protein
chromosome,NC_014218.1,212345,215428,+,,,ARCH_RS00880,WP_049765784.1,1027,ExeM/NucH family extracellular endonuclease
chromosome,NC_014218.1,215497,215994,-,,ybaK,ARCH_RS00885,WP_013169436.1,165,Cys-tRNA(Pro) deacylase
chromosome,NC_014218.1,216009,216464,+,,,ARCH_RS00890,WP_013169437.1,151,GNAT family N-acetyltransferase
chromosome,NC_014218.1,216461,216976,-,,,ARCH_RS00895,WP_013169438.1,171,tryptophan-rich sensory protein
chromosome,NC_014218.1,217145,218203,+,,gluQRS,ARCH_RS00900,WP_013169439.1,352,tRNA glutamyl-Q(34) synthetase GluQRS
chromosome,NC_014218.1,218644,218838,-,,,ARCH_RS00905,WP_013169440.1,64,antitoxin
chromosome,NC_014218.1,219597,222206,+,,clpB,ARCH_RS00910,WP_013169441.1,869,ATP-dependent chaperone ClpB
chromosome,NC_014218.1,222267,223733,+,,,ARCH_RS00915,WP_231957969.1,488,amino acid permease
chromosome,NC_014218.1,224065,225144,-,,,ARCH_RS00920,WP_013169443.1,359,inositol-3-phosphate synthase
chromosome,NC_014218.1,225487,226308,+,,,ARCH_RS00925,WP_013169444.1,273,serine hydrolase
chromosome,NC_014218.1,226370,227179,-,,,ARCH_RS00930,WP_013169445.1,269,exodeoxyribonuclease III
chromosome,NC_014218.1,227216,227983,+,,,ARCH_RS00935,WP_013169446.1,255,SDR family NAD(P)-dependent oxidoreductase
chromosome,NC_014218.1,228096,228410,+,,,ARCH_RS00940,WP_231957968.1,104,NYN domain-containing protein
chromosome,NC_014218.1,228442,228846,+,,,ARCH_RS00945,WP_013169447.1,134,(deoxy)nucleoside triphosphate pyrophosphohydrolase
chromosome,NC_014218.1,228849,229100,+,,,ARCH_RS00950,WP_041640279.1,83,hypothetical protein
chromosome,NC_014218.1,229453,229902,+,,,ARCH_RS09185,WP_013169448.1,149,hypothetical protein
chromosome,NC_014218.1,229895,230575,+,,,ARCH_RS00965,WP_013169449.1,226,RNA methyltransferase
chromosome,NC_014218.1,230694,231485,-,,,ARCH_RS00970,WP_013169450.1,263,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
chromosome,NC_014218.1,231814,232836,+,,fbaA,ARCH_RS00975,WP_013169451.1,340,class II fructose-bisphosphate aldolase
chromosome,NC_014218.1,233063,233596,+,,,ARCH_RS00980,WP_013169452.1,177,DUF4091 domain-containing protein
chromosome,NC_014218.1,233816,235135,+,,,ARCH_RS00985,WP_013169453.1,439,extracellular solute-binding protein
chromosome,NC_014218.1,235298,236161,+,,,ARCH_RS00990,WP_111724982.1,287,sugar ABC transporter permease
chromosome,NC_014218.1,236161,237072,+,,,ARCH_RS00995,WP_013169455.1,303,carbohydrate ABC transporter permease
chromosome,NC_014218.1,237149,237688,-,,,ARCH_RS01000,WP_013169456.1,179,hypothetical protein
chromosome,NC_014218.1,237688,238488,-,,,ARCH_RS01005,WP_013169457.1,266,hypothetical protein
chromosome,NC_014218.1,238622,239599,-,,,ARCH_RS01010,WP_041640287.1,325,hypothetical protein
chromosome,NC_014218.1,239913,241763,+,,,ARCH_RS01015,WP_013169459.1,616,phosphoenolpyruvate carboxykinase (GTP)
chromosome,NC_014218.1,241972,242871,+,,,ARCH_RS01020,WP_013169460.1,299,phosphoribosylaminoimidazolesuccinocarboxamide synthase
chromosome,NC_014218.1,243001,244338,+,,gdhA,ARCH_RS01025,WP_013169461.1,445,NADP-specific glutamate dehydrogenase
chromosome,NC_014218.1,244508,246778,+,,,ARCH_RS01030,WP_013169462.1,756,bifunctional metallophosphatase/5\\'-nucleotidase
chromosome,NC_014218.1,246905,247252,+,,,ARCH_RS01035,WP_041640291.1,115,sterol carrier family protein
chromosome,NC_014218.1,247385,247621,-,,,ARCH_RS01040,WP_013169464.1,78,DUF3073 domain-containing protein
chromosome,NC_014218.1,247979,248170,+,,,ARCH_RS01045,WP_013169465.1,63,BldC family transcriptional regulator
chromosome,NC_014218.1,248266,248616,-,,,ARCH_RS01050,WP_013169466.1,116,DUF3618 domain-containing protein
chromosome,NC_014218.1,248613,249056,-,,,ARCH_RS01055,WP_013169467.1,147,phage holin family protein
chromosome,NC_014218.1,249172,251025,-,,,ARCH_RS01060,WP_013169468.1,617,virulence factor MVIN family protein
chromosome,NC_014218.1,251932,253557,+,,,ARCH_RS09190,WP_013169469.1,541,mechanosensitive ion channel
chromosome,NC_014218.1,253558,254001,+,,msrB,ARCH_RS01090,WP_013169470.1,147,peptide-methionine (R)-S-oxide reductase MsrB
chromosome,NC_014218.1,254001,254771,+,,,ARCH_RS01095,WP_013169471.1,256,endonuclease/exonuclease/phosphatase family protein
chromosome,NC_014218.1,254783,255646,+,,,ARCH_RS01100,WP_013169472.1,287,EamA family transporter
chromosome,NC_014218.1,256162,256761,+,,,ARCH_RS01110,WP_013169473.1,199,hypothetical protein
chromosome,NC_014218.1,257240,258331,+,,pstS,ARCH_RS01115,WP_013169474.1,363,phosphate ABC transporter substrate-binding protein PstS
chromosome,NC_014218.1,258343,259242,+,,pstC,ARCH_RS01120,WP_013169475.1,299,phosphate ABC transporter permease subunit PstC
chromosome,NC_014218.1,259239,260156,+,,pstA,ARCH_RS01125,WP_013169476.1,305,phosphate ABC transporter permease PstA
chromosome,NC_014218.1,260267,261073,+,,pstB,ARCH_RS01130,WP_049765879.1,268,phosphate ABC transporter ATP-binding protein PstB
chromosome,NC_014218.1,261175,262188,-,,,ARCH_RS01135,WP_013169478.1,337,inorganic phosphate transporter
chromosome,NC_014218.1,262188,262781,-,,,ARCH_RS01140,WP_113722442.1,197,DUF47 family protein
chromosome,NC_014218.1,263074,264516,+,,,ARCH_RS01145,WP_013169480.1,480,alanine:cation symporter family protein
chromosome,NC_014218.1,264616,265476,-,,,ARCH_RS01150,WP_013169481.1,286,hypothetical protein
chromosome,NC_014218.1,266169,266957,+,,,ARCH_RS09195,WP_145961623.1,262,hypothetical protein
chromosome,NC_014218.1,266971,267564,+,,,ARCH_RS01160,WP_013169483.1,197,FABP family protein
chromosome,NC_014218.1,267561,268661,+,,,ARCH_RS01165,WP_013169484.1,366,folate-binding protein YgfZ
chromosome,NC_014218.1,268661,269125,+,,dtd,ARCH_RS01170,WP_013169485.1,154,D-aminoacyl-tRNA deacylase
chromosome,NC_014218.1,269213,271834,+,,,ARCH_RS01175,WP_013169486.1,873,ATP-dependent Clp protease ATP-binding subunit
chromosome,NC_014218.1,272445,274094,+,,,ARCH_RS01180,WP_138974965.1,549,SpaH/EbpB family LPXTG-anchored major pilin
chromosome,NC_014218.1,274312,275289,+,,,ARCH_RS01185,WP_197712421.1,325,class C sortase
chromosome,NC_014218.1,275286,276005,+,,,ARCH_RS01190,WP_013169489.1,239,hypothetical protein
chromosome,NC_014218.1,276007,280086,+,,,ARCH_RS01195,WP_013169490.1,1359,LPXTG cell wall anchor domain-containing protein
chromosome,NC_014218.1,280428,281627,+,,,ARCH_RS01200,WP_013169491.1,399,IS110 family transposase
chromosome,NC_014218.1,282164,282832,+,,,ARCH_RS01205,WP_013169492.1,222,hypothetical protein
chromosome,NC_014218.1,282829,283062,+,,,ARCH_RS10050,WP_013169493.1,77,hypothetical protein
chromosome,NC_014218.1,284311,285642,-,,,ARCH_RS01225,WP_013169494.1,443,TRAP transporter large permease subunit
chromosome,NC_014218.1,285898,288645,+,,,ARCH_RS01230,WP_013169495.1,915,5\\'-nucleotidase C-terminal domain-containing protein
