#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP053291.1,41246,42634,-,,,HLG82_RS00215,WP_193326774.1,462,relaxase/mobilization nuclease domain-containing protein
chromosome,NZ_CP053291.1,42582,42968,-,,,HLG82_RS00220,WP_193326775.1,128,MobC family plasmid mobilization relaxosome protein
chromosome,NZ_CP053291.1,43284,43658,+,,,HLG82_RS00225,WP_193326776.1,124,hypothetical protein
chromosome,NZ_CP053291.1,43982,44149,+,,,HLG82_RS00230,WP_193326777.1,55,hypothetical protein
chromosome,NZ_CP053291.1,44212,45093,-,,,HLG82_RS00235,WP_193326778.1,293,IS3 family transposase
chromosome,NZ_CP053291.1,45063,45347,-,,,HLG82_RS00240,WP_193326469.1,94,transposase
chromosome,NZ_CP053291.1,45416,46177,-,,,HLG82_RS00245,WP_216858945.1,253,Fic family protein
chromosome,NZ_CP053291.1,46180,46368,-,,,HLG82_RS00250,WP_129288869.1,62,MULTISPECIES: hypothetical protein
chromosome,NZ_CP053291.1,46607,46972,-,,,HLG82_RS00255,WP_193326780.1,121,hypothetical protein
chromosome,NZ_CP053291.1,47326,47661,-,,,HLG82_RS00260,WP_129288872.1,111,MULTISPECIES: hypothetical protein
chromosome,NZ_CP053291.1,47658,48431,-,,,HLG82_RS00265,WP_193326781.1,257,ParA family protein
chromosome,NZ_CP053291.1,48504,48815,-,,,HLG82_RS00270,WP_129288874.1,103,MULTISPECIES: hypothetical protein
chromosome,NZ_CP053291.1,48812,49687,-,,,HLG82_RS00275,WP_193326782.1,291,tyrosine-type recombinase/integrase
chromosome,NZ_CP053291.1,49705,49866,+,,,HLG82_RS00280,WP_193326783.1,53,hypothetical protein
chromosome,NZ_CP053291.1,50178,50462,-,,,HLG82_RS00285,WP_193326784.1,94,hypothetical protein
chromosome,NZ_CP053291.1,51645,52400,+,,,HLG82_RS00290,WP_193326785.1,251,FMN-binding negative transcriptional regulator
chromosome,NZ_CP053291.1,52410,52781,+,,,HLG82_RS00295,WP_193326786.1,123,hypothetical protein
chromosome,NZ_CP053291.1,53753,56365,+,,,HLG82_RS00300,WP_216858946.1,870,SpaA isopeptide-forming pilin-related protein
chromosome,NZ_CP053291.1,56407,58155,+,,,HLG82_RS00305,WP_193326788.1,582,SpaH/EbpB family LPXTG-anchored major pilin
chromosome,NZ_CP053291.1,58237,59094,+,,,HLG82_RS00310,WP_193326789.1,285,class C sortase
chromosome,NZ_CP053291.1,59087,60052,+,,,HLG82_RS00315,WP_193326790.1,321,class C sortase
chromosome,NZ_CP053291.1,60115,60855,+,,,HLG82_RS00320,WP_193326791.1,246,phosphoglyceromutase
chromosome,NZ_CP053291.1,61158,62216,-,,,HLG82_RS00325,WP_193326792.1,352,hypothetical protein
chromosome,NZ_CP053291.1,62529,63179,-,,phoU,HLG82_RS00330,WP_193326793.1,216,phosphate signaling complex protein PhoU
chromosome,NZ_CP053291.1,63431,64645,+,,,HLG82_RS00335,WP_193326794.1,404,ATP-binding protein
chromosome,NZ_CP053291.1,64645,65334,+,,,HLG82_RS00340,WP_193326795.1,229,response regulator transcription factor
chromosome,NZ_CP053291.1,65455,65991,+,,,HLG82_RS00345,WP_193327672.1,178,CarD family transcriptional regulator
chromosome,NZ_CP053291.1,65991,66740,+,,ispD,HLG82_RS00350,WP_193326796.1,249,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
chromosome,NZ_CP053291.1,66740,67213,+,,ispF,HLG82_RS00355,WP_193326797.1,157,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
chromosome,NZ_CP053291.1,67268,68212,+,,,HLG82_RS00360,WP_193326798.1,314,aldose 1-epimerase
chromosome,NZ_CP053291.1,68269,69630,-,,,HLG82_RS00365,WP_193326799.1,453,MFS transporter
chromosome,NZ_CP053291.1,69716,71146,+,,cysS,HLG82_RS00370,WP_193327673.1,476,cysteine--tRNA ligase
chromosome,NZ_CP053291.1,71139,72110,+,,rlmB,HLG82_RS00375,WP_193326800.1,323,23S rRNA (guanosine(2251)-2\\'-O)-methyltransferase RlmB
chromosome,NZ_CP053291.1,72187,73494,+,,,HLG82_RS00380,WP_193326801.1,435,hypothetical protein
chromosome,NZ_CP053291.1,73487,74002,+,,,HLG82_RS00385,WP_193326802.1,171,ASCH domain-containing protein
chromosome,NZ_CP053291.1,74222,75586,+,,,HLG82_RS00390,WP_255313903.1,454,NCS2 family nucleobase:cation symporter
chromosome,NZ_CP053291.1,75844,76413,-,,,HLG82_RS00395,WP_193326804.1,189,LytR C-terminal domain-containing protein
chromosome,NZ_CP053291.1,76749,77090,+,,,HLG82_RS00400,WP_193326805.1,113,hypothetical protein
chromosome,NZ_CP053291.1,78354,78998,-,,,HLG82_RS00415,WP_193326806.1,214,DUF3800 domain-containing protein
chromosome,NZ_CP053291.1,79916,80518,+,,,HLG82_RS00420,WP_193326807.1,200,hypothetical protein
chromosome,NZ_CP053291.1,80672,83548,+,,,HLG82_RS00425,WP_193326808.1,958,DNA polymerase III subunit gamma and tau
chromosome,NZ_CP053291.1,83548,84165,+,,recR,HLG82_RS00430,WP_193326809.1,205,recombination mediator RecR
chromosome,NZ_CP053291.1,84228,85502,+,,,HLG82_RS00435,WP_193326810.1,424,aspartate kinase
chromosome,NZ_CP053291.1,85499,86554,+,,,HLG82_RS00440,WP_193326811.1,351,aspartate-semialdehyde dehydrogenase
chromosome,NZ_CP053291.1,86571,88352,-,,,HLG82_RS00445,WP_193326812.1,593,DUF4091 domain-containing protein
chromosome,NZ_CP053291.1,88359,89216,-,,,HLG82_RS00450,WP_193326813.1,285,carbohydrate ABC transporter permease
chromosome,NZ_CP053291.1,89216,90121,-,,,HLG82_RS00455,WP_193326814.1,301,sugar ABC transporter permease
chromosome,NZ_CP053291.1,90205,91446,-,,,HLG82_RS00460,WP_193326815.1,413,sugar ABC transporter substrate-binding protein
chromosome,NZ_CP053291.1,91571,92734,+,,,HLG82_RS00465,WP_193326816.1,387,ROK family transcriptional regulator
chromosome,NZ_CP053291.1,92787,94058,-,,,HLG82_RS00470,WP_193326817.1,423,DUF4032 domain-containing protein
chromosome,NZ_CP053291.1,94231,95421,-,,ugpC,HLG82_RS00475,WP_193326818.1,396,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
chromosome,NZ_CP053291.1,95678,97540,+,,,HLG82_RS00480,WP_193326819.1,620,serine/threonine protein kinase
chromosome,NZ_CP053291.1,97635,98465,+,,,HLG82_RS00485,WP_193326820.1,276,thioredoxin domain-containing protein
chromosome,NZ_CP053291.1,100887,102233,+,,,HLG82_RS00495,WP_193326821.1,448,AGE family epimerase/isomerase
chromosome,NZ_CP053291.1,102374,103381,-,,,HLG82_RS00500,WP_193326822.1,335,LacI family transcriptional regulator
chromosome,NZ_CP053291.1,103540,106557,+,,,HLG82_RS00505,WP_193326823.1,1005,glycosyl hydrolase-related protein
chromosome,NZ_CP053291.1,106554,107726,+,,,HLG82_RS00510,WP_193326824.1,390,hypothetical protein
chromosome,NZ_CP053291.1,107764,109062,+,,,HLG82_RS00515,WP_193326825.1,432,extracellular solute-binding protein
chromosome,NZ_CP053291.1,109084,110103,+,,,HLG82_RS00520,WP_193326826.1,339,sugar ABC transporter permease
chromosome,NZ_CP053291.1,110100,111032,+,,,HLG82_RS00525,WP_193326827.1,310,carbohydrate ABC transporter permease
chromosome,NZ_CP053291.1,111029,112657,+,,,HLG82_RS00530,WP_193326828.1,542,family 20 glycosylhydrolase
chromosome,NZ_CP053291.1,112723,113388,-,,,HLG82_RS00535,WP_193326829.1,221,uracil-DNA glycosylase
chromosome,NZ_CP053291.1,113562,113819,+,,,HLG82_RS00540,WP_193326830.1,85,DUF3263 domain-containing protein
chromosome,NZ_CP053291.1,113864,114499,+,,,HLG82_RS00545,WP_193326831.1,211,LytR C-terminal domain-containing protein
chromosome,NZ_CP053291.1,114764,116386,+,,groL,HLG82_RS00550,WP_193326832.1,540,chaperonin GroEL
chromosome,NZ_CP053291.1,116541,118238,-,,,HLG82_RS00555,WP_193326833.1,565,hypothetical protein
chromosome,NZ_CP053291.1,118345,119133,+,,,HLG82_RS00560,WP_193326834.1,262,SDR family NAD(P)-dependent oxidoreductase
chromosome,NZ_CP053291.1,119130,119834,+,,,HLG82_RS00565,WP_193326835.1,234,1-acyl-sn-glycerol-3-phosphate acyltransferase
chromosome,NZ_CP053291.1,119910,121451,-,,,HLG82_RS00570,WP_193326836.1,513,HAMP domain-containing histidine kinase
chromosome,NZ_CP053291.1,121448,122197,-,,,HLG82_RS00575,WP_193326837.1,249,response regulator transcription factor
chromosome,NZ_CP053291.1,122300,122899,-,,,HLG82_RS00580,WP_193326838.1,199,nuclease
chromosome,NZ_CP053291.1,123247,124002,-,,,HLG82_RS00585,WP_193326839.1,251,PspA/IM30 family protein
chromosome,NZ_CP053291.1,124051,125970,-,,,HLG82_RS00590,WP_193326840.1,639,TPM domain-containing protein
chromosome,NZ_CP053291.1,126226,126600,+,,,HLG82_RS00595,WP_193326841.1,124,cold shock domain-containing protein
chromosome,NZ_CP053291.1,126593,127387,+,,,HLG82_RS00600,WP_193326842.1,264,DUF3027 domain-containing protein
chromosome,NZ_CP053291.1,127398,128651,+,,manA,HLG82_RS00605,WP_193326843.1,417,"mannose-6-phosphate isomerase, class I"
chromosome,NZ_CP053291.1,128859,130334,+,,,HLG82_RS00610,WP_255313904.1,491,NCS2 family permease
chromosome,NZ_CP053291.1,130537,131634,-,,serC,HLG82_RS00615,WP_193326845.1,365,phosphoserine transaminase
chromosome,NZ_CP053291.1,131763,132446,+,,,HLG82_RS00620,WP_193326846.1,227,metal-dependent transcriptional regulator
chromosome,NZ_CP053291.1,132632,133288,+,,,HLG82_RS00625,WP_193326847.1,218,C40 family peptidase
chromosome,NZ_CP053291.1,133484,134425,+,,,HLG82_RS00630,WP_193326848.1,313,universal stress protein
chromosome,NZ_CP053291.1,135314,140332,+,,,HLG82_RS00640,WP_193326849.1,1672,hypothetical protein
chromosome,NZ_CP053291.1,140325,140600,+,,,HLG82_RS00645,WP_193326850.1,91,hypothetical protein
chromosome,NZ_CP053291.1,140597,141265,-,,,HLG82_RS00650,WP_193326851.1,222,SAF domain-containing protein
chromosome,NZ_CP053291.1,141372,141998,-,,,HLG82_RS00655,WP_193326852.1,208,5-formyltetrahydrofolate cyclo-ligase
chromosome,NZ_CP053291.1,142081,143295,+,,,HLG82_RS00660,WP_193326853.1,404,molybdopterin molybdotransferase MoeA
chromosome,NZ_CP053291.1,143435,144424,+,,,HLG82_RS00665,WP_193326854.1,329,hypothetical protein
chromosome,NZ_CP053291.1,144424,145131,+,,,HLG82_RS00670,WP_193326855.1,235,hypothetical protein
chromosome,NZ_CP053291.1,145568,145984,-,,,HLG82_RS00680,WP_193326856.1,138,SRPBCC family protein
chromosome,NZ_CP053291.1,146091,146384,-,,,HLG82_RS00685,WP_193326857.1,97,putative addiction module antidote protein
chromosome,NZ_CP053291.1,146375,146617,-,,,HLG82_RS00690,WP_255313949.1,80,type II toxin-antitoxin system RelE/ParE family toxin
chromosome,NZ_CP053291.1,147020,147868,+,,,HLG82_RS00695,WP_193326858.1,282,siderophore-interacting protein
chromosome,NZ_CP053291.1,148196,148552,+,,,HLG82_RS00700,WP_129546581.1,118,MULTISPECIES: iron ABC transporter
chromosome,NZ_CP053291.1,148684,149307,-,,,HLG82_RS00705,WP_223245691.1,207,MULTISPECIES: alpha/beta fold hydrolase
chromosome,NZ_CP053291.1,149508,150464,-,,,HLG82_RS00710,WP_193326859.1,318,SRPBCC family protein
chromosome,NZ_CP053291.1,150461,150658,-,,,HLG82_RS00715,WP_193326860.1,65,helix-turn-helix domain-containing protein
chromosome,NZ_CP053291.1,150781,151683,+,,,HLG82_RS00720,WP_216858947.1,300,ABC transporter substrate-binding protein
chromosome,NZ_CP053291.1,151737,152687,+,,,HLG82_RS00725,WP_255313905.1,316,iron chelate uptake ABC transporter family permease subunit
chromosome,NZ_CP053291.1,152684,153664,+,,,HLG82_RS00730,WP_193326861.1,326,iron ABC transporter permease
chromosome,NZ_CP053291.1,153661,154446,+,,,HLG82_RS00735,WP_193326862.1,261,ABC transporter ATP-binding protein
chromosome,NZ_CP053291.1,154462,155172,-,,,HLG82_RS00740,WP_193326863.1,236,GntR family transcriptional regulator
chromosome,NZ_CP053291.1,155284,157050,+,,,HLG82_RS00745,WP_193326864.1,588,alpha/beta fold hydrolase
chromosome,NZ_CP053291.1,157047,158447,+,,,HLG82_RS00750,WP_193326865.1,466,sugar porter family MFS transporter
chromosome,NZ_CP053291.1,158642,158788,-,,,HLG82_RS00755,WP_193326866.1,48,(4Fe-4S)-binding protein
chromosome,NZ_CP053291.1,159020,159157,+,,,HLG82_RS10370,WP_197550979.1,45,hypothetical protein
chromosome,NZ_CP053291.1,159154,159912,-,,,HLG82_RS10430,WP_255313906.1,252,hypothetical protein
chromosome,NZ_CP053291.1,160053,161084,-,,,HLG82_RS00765,WP_193326867.1,343,GTP-binding protein
chromosome,NZ_CP053291.1,161130,161366,+,,rpmB,HLG82_RS00770,WP_193326868.1,78,50S ribosomal protein L28
chromosome,NZ_CP053291.1,161366,161533,+,,rpmG,HLG82_RS00775,WP_193326869.1,55,50S ribosomal protein L33
chromosome,NZ_CP053291.1,161533,161838,+,,rpsN,HLG82_RS00780,WP_193326870.1,101,30S ribosomal protein S14
chromosome,NZ_CP053291.1,161919,162173,+,,,HLG82_RS00785,WP_193326871.1,84,type B 50S ribosomal protein L31
chromosome,NZ_CP053291.1,162170,162292,+,,ykgO,HLG82_RS00790,WP_193326872.1,40,type B 50S ribosomal protein L36
chromosome,NZ_CP053291.1,162949,163959,+,,,HLG82_RS00795,WP_193326020.1,336,IS30 family transposase
chromosome,NZ_CP053291.1,164075,164383,+,,,HLG82_RS00800,WP_193326873.1,102,ACT domain-containing protein
chromosome,NZ_CP053291.1,164392,165756,+,,,HLG82_RS00805,WP_193326874.1,454,PFL family protein
chromosome,NZ_CP053291.1,165861,166760,+,,,HLG82_RS00810,WP_193326875.1,299,ATP-binding cassette domain-containing protein
chromosome,NZ_CP053291.1,166757,168931,+,,,HLG82_RS00815,WP_193326876.1,724,YhgE/Pip domain-containing protein
chromosome,NZ_CP053291.1,168941,169846,+,,,HLG82_RS00820,WP_193326877.1,301,DUF4862 family protein
chromosome,NZ_CP053291.1,170114,172132,+,,,HLG82_RS00825,WP_193326878.1,672,glucose PTS transporter subunit IIA
chromosome,NZ_CP053291.1,173064,173330,+,,,HLG82_RS10380,WP_197551814.1,88,HPr family phosphocarrier protein
chromosome,NZ_CP053291.1,173330,175015,+,,ptsP,HLG82_RS00835,WP_193326880.1,561,phosphoenolpyruvate--protein phosphotransferase
chromosome,NZ_CP053291.1,175082,175627,+,,,HLG82_RS00840,WP_193326881.1,181,DUF1648 domain-containing protein
chromosome,NZ_CP053291.1,175643,176257,+,,,HLG82_RS00845,WP_193326882.1,204,NUDIX hydrolase
chromosome,NZ_CP053291.1,176314,177117,+,,,HLG82_RS00850,WP_193326883.1,267,ABC transporter ATP-binding protein
chromosome,NZ_CP053291.1,177114,177902,+,,,HLG82_RS00855,WP_193326884.1,262,ABC transporter permease
chromosome,NZ_CP053291.1,178097,178924,+,,,HLG82_RS00860,WP_193326885.1,275,PRD domain-containing protein
chromosome,NZ_CP053291.1,178945,180543,+,,nagE,HLG82_RS00865,WP_216858948.1,532,N-acetylglucosamine-specific PTS transporter subunit IIBC
chromosome,NZ_CP053291.1,180546,181031,+,,,HLG82_RS00870,WP_193326886.1,161,PTS glucose transporter subunit IIA
chromosome,NZ_CP053291.1,181101,181364,+,,,HLG82_RS00875,WP_193326887.1,87,HPr family phosphocarrier protein
chromosome,NZ_CP053291.1,181417,182442,-,,,HLG82_RS00880,WP_255313907.1,341,DUF5692 family protein
chromosome,NZ_CP053291.1,182439,183479,-,,,HLG82_RS00885,WP_193326888.1,346,hypothetical protein
chromosome,NZ_CP053291.1,183739,185091,+,,,HLG82_RS00890,WP_193326889.1,450,DUF5692 family protein
chromosome,NZ_CP053291.1,185193,186203,-,,,HLG82_RS00895,WP_193326020.1,336,IS30 family transposase
chromosome,NZ_CP053291.1,186845,187471,-,,,HLG82_RS00900,WP_193326890.1,208,LUD domain-containing protein
chromosome,NZ_CP053291.1,187468,189060,-,,,HLG82_RS00905,WP_193326891.1,530,LutB/LldF family L-lactate oxidation iron-sulfur protein
chromosome,NZ_CP053291.1,189060,189848,-,,,HLG82_RS00910,WP_193326892.1,262,(Fe-S)-binding protein
chromosome,NZ_CP053291.1,189863,191524,-,,,HLG82_RS00915,WP_193326893.1,553,L-lactate permease
chromosome,NZ_CP053291.1,191737,195021,+,,lysX,HLG82_RS00920,WP_193326894.1,1094,bifunctional lysylphosphatidylglycerol synthetase/lysine--tRNA ligase LysX
chromosome,NZ_CP053291.1,195002,195757,-,,,HLG82_RS00925,WP_193326895.1,251,alpha/beta hydrolase
chromosome,NZ_CP053291.1,195717,196463,-,,,HLG82_RS00930,WP_193326896.1,248,DUF998 domain-containing protein
chromosome,NZ_CP053291.1,196460,196966,-,,,HLG82_RS00935,WP_193326897.1,168,hypothetical protein
chromosome,NZ_CP053291.1,197060,198442,-,,,HLG82_RS00940,WP_193326898.1,460,FAD-dependent oxidoreductase
chromosome,NZ_CP053291.1,198562,199032,-,,,HLG82_RS00945,WP_193326899.1,156,FABP family protein
chromosome,NZ_CP053291.1,199232,200227,+,,,HLG82_RS00950,WP_216858949.1,331,iron ABC transporter permease
chromosome,NZ_CP053291.1,200224,201042,+,,,HLG82_RS00955,WP_193326901.1,272,ABC transporter ATP-binding protein
chromosome,NZ_CP053291.1,201179,202159,+,,,HLG82_RS00960,WP_193326902.1,326,ABC transporter substrate-binding protein
chromosome,NZ_CP053291.1,202291,203661,-,,,HLG82_RS00965,WP_246462289.1,456,AI-2E family transporter
chromosome,NZ_CP053291.1,205710,206756,+,,,HLG82_RS00975,WP_193326904.1,348,aldo/keto reductase
chromosome,NZ_CP053291.1,206753,207895,+,,,HLG82_RS00980,WP_208584931.1,380,methyltransferase
chromosome,NZ_CP053291.1,207934,208575,-,,,HLG82_RS00985,WP_193326905.1,213,hypothetical protein
chromosome,NZ_CP053291.1,208590,209870,-,,,HLG82_RS00990,WP_193326906.1,426,hypothetical protein
chromosome,NZ_CP053291.1,209860,210552,-,,,HLG82_RS00995,WP_193326907.1,230,ATP-binding cassette domain-containing protein
chromosome,NZ_CP053291.1,211204,211548,-,,,HLG82_RS01000,WP_193326908.1,114,DsrE family protein
chromosome,NZ_CP053291.1,212170,213432,-,,,HLG82_RS01005,WP_193326909.1,420,PLP-dependent transferase
chromosome,NZ_CP053291.1,213541,215220,-,,,HLG82_RS01010,WP_193326910.1,559,phospholipid carrier-dependent glycosyltransferase
chromosome,NZ_CP053291.1,215432,215800,+,,,HLG82_RS01015,WP_193326911.1,122,metallopeptidase family protein
chromosome,NZ_CP053291.1,216391,217206,+,,rsmI,HLG82_RS01020,WP_193326912.1,271,16S rRNA (cytidine(1402)-2\\'-O)-methyltransferase
