#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP070228.1,78838,79830,-,,rfbB,JTE88_RS00290,WP_204424578.1,330,"dTDP-glucose 4,6-dehydratase"
chromosome,NZ_CP070228.1,79857,81089,-,,,JTE88_RS00295,WP_204424580.1,410,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,81089,81865,-,,,JTE88_RS00300,WP_239519524.1,258,ABC transporter permease
chromosome,NZ_CP070228.1,82194,83720,+,,,JTE88_RS00305,WP_204424583.1,508,hypothetical protein
chromosome,NZ_CP070228.1,83717,86158,+,,,JTE88_RS00310,WP_204424584.1,813,glycosyltransferase
chromosome,NZ_CP070228.1,86185,87762,+,,,JTE88_RS00315,WP_204424586.1,525,DUF2142 domain-containing protein
chromosome,NZ_CP070228.1,87783,89033,-,,,JTE88_RS00320,WP_204424587.1,416,polysaccharide biosynthesis protein
chromosome,NZ_CP070228.1,89211,90347,+,,,JTE88_RS00325,WP_239519598.1,378,glycosyltransferase
chromosome,NZ_CP070228.1,90351,91217,-,,,JTE88_RS00330,WP_204424590.1,288,LicD family protein
chromosome,NZ_CP070228.1,91302,93089,-,,,JTE88_RS00335,WP_204424591.1,595,phosphotransferase
chromosome,NZ_CP070228.1,93328,94023,+,,,JTE88_RS00340,WP_239519599.1,231,glycosyltransferase
chromosome,NZ_CP070228.1,94027,94452,+,,,JTE88_RS00345,WP_204424594.1,141,DUF2304 family protein
chromosome,NZ_CP070228.1,94430,95539,-,,,JTE88_RS00350,WP_204424596.1,369,glycosyltransferase family 4 protein
chromosome,NZ_CP070228.1,95691,96827,+,,,JTE88_RS00355,WP_204424597.1,378,cell wall-binding protein
chromosome,NZ_CP070228.1,96924,97511,+,,,JTE88_RS00360,WP_204424598.1,195,hypothetical protein
chromosome,NZ_CP070228.1,97558,99129,-,,,JTE88_RS00365,WP_204424599.1,523,NlpC/P60 family protein
chromosome,NZ_CP070228.1,99185,100033,-,,rfbD,JTE88_RS00370,WP_204424600.1,282,dTDP-4-dehydrorhamnose reductase
chromosome,NZ_CP070228.1,100160,100777,+,,,JTE88_RS00375,WP_204424601.1,205,"dTDP-4-dehydrorhamnose 3,5-epimerase family protein"
chromosome,NZ_CP070228.1,100758,101726,-,,,JTE88_RS00380,WP_204424602.1,322,hypothetical protein
chromosome,NZ_CP070228.1,101743,102618,-,,,JTE88_RS00385,WP_204424603.1,291,glycosyltransferase family 2 protein
chromosome,NZ_CP070228.1,102620,103495,-,,rfbA,JTE88_RS00390,WP_204424604.1,291,glucose-1-phosphate thymidylyltransferase RfbA
chromosome,NZ_CP070228.1,103698,104543,-,,,JTE88_RS00395,WP_204424605.1,281,hypothetical protein
chromosome,NZ_CP070228.1,104767,105288,+,,,JTE88_RS00400,WP_204424606.1,173,peptidylprolyl isomerase
chromosome,NZ_CP070228.1,105368,105949,+,,,JTE88_RS00405,WP_204424607.1,193,rhomboid family intramembrane serine protease
chromosome,NZ_CP070228.1,106069,106338,-,,,JTE88_RS00410,WP_204424608.1,89,cell division protein CrgA
chromosome,NZ_CP070228.1,106463,107401,+,,,JTE88_RS00415,WP_204424609.1,312,class E sortase
chromosome,NZ_CP070228.1,107717,109621,-,,pknB,JTE88_RS00420,WP_204424610.1,634,Stk1 family PASTA domain-containing Ser/Thr kinase
chromosome,NZ_CP070228.1,109705,111150,-,,,JTE88_RS00425,WP_204424611.1,481,penicillin-binding transpeptidase domain-containing protein
chromosome,NZ_CP070228.1,111147,112667,-,,,JTE88_RS00430,WP_204424612.1,506,FtsW/RodA/SpoVE family cell cycle protein
chromosome,NZ_CP070228.1,112664,113956,-,,,JTE88_RS00435,WP_204424613.1,430,serine/threonine-protein phosphatase
chromosome,NZ_CP070228.1,113956,114414,-,,,JTE88_RS00440,WP_204424615.1,152,FHA domain-containing protein
chromosome,NZ_CP070228.1,114411,115109,-,,,JTE88_RS00445,WP_204424616.1,232,FHA domain-containing protein
chromosome,NZ_CP070228.1,115825,117402,+,,,JTE88_RS00455,WP_204424617.1,525,isopeptide-forming domain-containing fimbrial protein
chromosome,NZ_CP070228.1,117490,118410,+,,,JTE88_RS00460,WP_204424618.1,306,class C sortase
chromosome,NZ_CP070228.1,118448,119266,-,,,JTE88_RS00465,WP_204424619.1,272,TRIC cation channel family protein
chromosome,NZ_CP070228.1,119305,120243,-,,,JTE88_RS00470,WP_204424620.1,312,macro domain-containing protein
chromosome,NZ_CP070228.1,120314,120931,+,,,JTE88_RS00475,WP_204424621.1,205,ribonuclease HI
chromosome,NZ_CP070228.1,120995,123172,+,,,JTE88_RS00480,WP_204424623.1,725,S9 family peptidase
chromosome,NZ_CP070228.1,123248,124594,-,,mtnN,JTE88_RS00485,WP_204424624.1,448,5\\'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
chromosome,NZ_CP070228.1,124594,125052,-,,,JTE88_RS00490,WP_204424625.1,152,S-ribosylhomocysteine lyase
chromosome,NZ_CP070228.1,125465,125716,+,,nrdH,JTE88_RS00495,WP_204424626.1,83,glutaredoxin-like protein NrdH
chromosome,NZ_CP070228.1,125738,126139,+,,nrdI,JTE88_RS00500,WP_204424627.1,133,class Ib ribonucleoside-diphosphate reductase assembly flavoprotein NrdI
chromosome,NZ_CP070228.1,126121,128271,+,,nrdE,JTE88_RS00505,WP_204424628.1,716,class 1b ribonucleoside-diphosphate reductase subunit alpha
chromosome,NZ_CP070228.1,128283,129437,-,,,JTE88_RS00510,WP_204424629.1,384,DUF418 domain-containing protein
chromosome,NZ_CP070228.1,129525,130499,+,,nrdF,JTE88_RS00515,WP_204424630.1,324,class 1b ribonucleoside-diphosphate reductase subunit beta
chromosome,NZ_CP070228.1,130602,131186,+,,,JTE88_RS00520,WP_204424632.1,194,low molecular weight phosphotyrosine protein phosphatase
chromosome,NZ_CP070228.1,131229,131678,-,,,JTE88_RS00525,WP_204424634.1,149,SprT-like domain-containing protein
chromosome,NZ_CP070228.1,131728,132669,+,,,JTE88_RS00530,WP_204424636.1,313,DUF952 domain-containing protein
chromosome,NZ_CP070228.1,132721,133404,+,,,JTE88_RS00535,WP_204424638.1,227,hypothetical protein
chromosome,NZ_CP070228.1,133428,134207,-,,,JTE88_RS00540,WP_204424639.1,259,amino acid ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,134223,135197,-,,,JTE88_RS00545,WP_204424641.1,324,amino acid ABC transporter permease
chromosome,NZ_CP070228.1,135238,136152,-,,,JTE88_RS00550,WP_204424643.1,304,ABC transporter substrate-binding protein
chromosome,NZ_CP070228.1,136649,140878,-,,hrpA,JTE88_RS00555,WP_204424645.1,1409,ATP-dependent RNA helicase HrpA
chromosome,NZ_CP070228.1,141055,142080,+,,,JTE88_RS00560,WP_204424646.1,341,endonuclease/exonuclease/phosphatase family protein
chromosome,NZ_CP070228.1,142171,142353,+,,,JTE88_RS00565,WP_204424648.1,60,hypothetical protein
chromosome,NZ_CP070228.1,142353,142910,+,,,JTE88_RS00570,WP_204424650.1,185,hypothetical protein
chromosome,NZ_CP070228.1,142968,143333,+,,,JTE88_RS00575,WP_204424652.1,121,helix-turn-helix domain-containing protein
chromosome,NZ_CP070228.1,143330,143749,+,,,JTE88_RS00580,WP_204424653.1,139,hypothetical protein
chromosome,NZ_CP070228.1,143708,144823,-,,,JTE88_RS00585,WP_204424655.1,371,DUF2183 domain-containing protein
chromosome,NZ_CP070228.1,144900,146144,-,,,JTE88_RS00590,WP_204424657.1,414,MFS transporter
chromosome,NZ_CP070228.1,146174,146929,-,,,JTE88_RS00595,WP_204424659.1,251,GntR family transcriptional regulator
chromosome,NZ_CP070228.1,146939,148621,-,,pgm,JTE88_RS00600,WP_204424660.1,560,"phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)"
chromosome,NZ_CP070228.1,148746,152345,-,,,JTE88_RS00605,WP_204424661.1,1199,SpaA isopeptide-forming pilin-related protein
chromosome,NZ_CP070228.1,152752,154587,-,,,JTE88_RS00610,WP_204424662.1,611,SpaH/EbpB family LPXTG-anchored major pilin
chromosome,NZ_CP070228.1,154788,157412,-,,,JTE88_RS00615,WP_204424663.1,874,YbhN family protein
chromosome,NZ_CP070228.1,157422,159578,-,,cadA,JTE88_RS00620,WP_204424664.1,718,cation-translocating P-type ATPase
chromosome,NZ_CP070228.1,159602,159832,-,,,JTE88_RS00625,WP_204424665.1,76,heavy-metal-associated domain-containing protein
chromosome,NZ_CP070228.1,159918,161381,-,,,JTE88_RS00630,WP_204424666.1,487,hypothetical protein
chromosome,NZ_CP070228.1,161469,162134,-,,,JTE88_RS00635,WP_204424667.1,221,DedA family protein
chromosome,NZ_CP070228.1,162148,162552,-,,,JTE88_RS00640,WP_204424669.1,134,phage holin family protein
chromosome,NZ_CP070228.1,162607,163401,-,,,JTE88_RS00645,WP_204424672.1,264,YwiC-like family protein
chromosome,NZ_CP070228.1,163404,164291,-,,,JTE88_RS00650,WP_204424674.1,295,hypothetical protein
chromosome,NZ_CP070228.1,164404,165159,+,,,JTE88_RS00655,WP_204424677.1,251,type I 3-dehydroquinate dehydratase
chromosome,NZ_CP070228.1,165347,165850,-,,,JTE88_RS00660,WP_204424679.1,167,phosphoribosyltransferase
chromosome,NZ_CP070228.1,166101,167039,+,,,JTE88_RS00665,WP_204424687.1,312,zinc ABC transporter substrate-binding protein
chromosome,NZ_CP070228.1,167036,167794,+,,,JTE88_RS00670,WP_239519525.1,252,ATP-binding cassette domain-containing protein
chromosome,NZ_CP070228.1,167791,168738,+,,,JTE88_RS00675,WP_204424689.1,315,metal ABC transporter permease
chromosome,NZ_CP070228.1,168735,169601,+,,,JTE88_RS00680,WP_204424691.1,288,metal ABC transporter permease
chromosome,NZ_CP070228.1,169603,170277,-,,,JTE88_RS00685,WP_204424693.1,224,metal-dependent transcriptional regulator
chromosome,NZ_CP070228.1,170372,170953,+,,dcd,JTE88_RS00690,WP_204424695.1,193,dCTP deaminase
chromosome,NZ_CP070228.1,171007,173892,+,,,JTE88_RS00695,WP_204424697.1,961,Na+/H+ antiporter subunit A
chromosome,NZ_CP070228.1,173889,174365,+,,,JTE88_RS00700,WP_204424700.1,158,Na(+)/H(+) antiporter subunit C
chromosome,NZ_CP070228.1,174362,175912,+,,,JTE88_RS00705,WP_204424702.1,516,Na+/H+ antiporter subunit D
chromosome,NZ_CP070228.1,175909,176520,+,,,JTE88_RS00710,WP_204424704.1,203,Na+/H+ antiporter subunit E
chromosome,NZ_CP070228.1,176517,176777,+,,,JTE88_RS00715,WP_204424706.1,86,monovalent cation/H+ antiporter complex subunit F
chromosome,NZ_CP070228.1,176777,177133,+,,mnhG,JTE88_RS00720,WP_239519526.1,118,monovalent cation/H(+) antiporter subunit G
chromosome,NZ_CP070228.1,177187,177447,+,,,JTE88_RS00725,WP_204424708.1,86,DUF4235 domain-containing protein
chromosome,NZ_CP070228.1,177769,178845,+,,,JTE88_RS00730,WP_204424710.1,358,thiamine ABC transporter substrate-binding protein
chromosome,NZ_CP070228.1,178878,180602,+,,,JTE88_RS00735,WP_204424712.1,574,iron ABC transporter permease
chromosome,NZ_CP070228.1,180616,181278,+,,,JTE88_RS00740,WP_204424714.1,220,ABC transporter ATP-binding protein
chromosome,NZ_CP070228.1,181275,182669,-,,,JTE88_RS00745,WP_204424715.1,464,family 20 glycosylhydrolase
chromosome,NZ_CP070228.1,182669,183562,-,,,JTE88_RS00750,WP_204424716.1,297,carbohydrate ABC transporter permease
chromosome,NZ_CP070228.1,183559,184548,-,,,JTE88_RS00755,WP_204424717.1,329,sugar ABC transporter permease
chromosome,NZ_CP070228.1,184581,185873,-,,,JTE88_RS00760,WP_204424718.1,430,sugar ABC transporter substrate-binding protein
chromosome,NZ_CP070228.1,186288,187619,-,,,JTE88_RS00765,WP_204424719.1,443,DUF4921 family protein
chromosome,NZ_CP070228.1,187697,189019,+,,,JTE88_RS00770,WP_204424720.1,440,MFS transporter
chromosome,NZ_CP070228.1,189097,190098,+,,,JTE88_RS00775,WP_204424728.1,333,peptidoglycan bridge formation glycyltransferase FemA/FemB family protein
chromosome,NZ_CP070228.1,190098,191276,+,,,JTE88_RS00780,WP_204424730.1,392,ATP-grasp domain-containing protein
chromosome,NZ_CP070228.1,191291,191722,+,,,JTE88_RS00785,WP_204424732.1,143,cupin domain-containing protein
chromosome,NZ_CP070228.1,191797,193890,-,,,JTE88_RS00790,WP_204424734.1,697,prolyl oligopeptidase family serine peptidase
chromosome,NZ_CP070228.1,194108,195958,+,,dnaK,JTE88_RS00795,WP_204424735.1,616,molecular chaperone DnaK
chromosome,NZ_CP070228.1,196034,196654,+,,grpE,JTE88_RS00800,WP_204424736.1,206,nucleotide exchange factor GrpE
chromosome,NZ_CP070228.1,196734,197729,+,,,JTE88_RS00805,WP_204424737.1,331,DnaJ domain-containing protein
chromosome,NZ_CP070228.1,198449,199006,+,,,JTE88_RS00815,WP_204424739.1,185,CoA pyrophosphatase
chromosome,NZ_CP070228.1,198978,199406,-,,,JTE88_RS00820,WP_204424740.1,142,DUF3806 domain-containing protein
chromosome,NZ_CP070228.1,199585,202866,+,,,JTE88_RS00825,WP_204424741.1,1093,ExeM/NucH family extracellular endonuclease
chromosome,NZ_CP070228.1,202947,203381,-,,,JTE88_RS00830,WP_204424743.1,144,hypothetical protein
chromosome,NZ_CP070228.1,203447,203962,-,,ybaK,JTE88_RS00835,WP_204424745.1,171,Cys-tRNA(Pro) deacylase
chromosome,NZ_CP070228.1,203977,204489,+,,,JTE88_RS00840,WP_204424747.1,170,GNAT family N-acetyltransferase
chromosome,NZ_CP070228.1,204486,205001,-,,,JTE88_RS00845,WP_204424749.1,171,tryptophan-rich sensory protein
chromosome,NZ_CP070228.1,205062,206069,+,,gluQRS,JTE88_RS00850,WP_239519527.1,335,tRNA glutamyl-Q(34) synthetase GluQRS
chromosome,NZ_CP070228.1,206078,206251,-,,,JTE88_RS00855,WP_204424752.1,57,Rv0909 family putative TA system antitoxin
chromosome,NZ_CP070228.1,206498,209164,+,,clpB,JTE88_RS00860,WP_204424754.1,888,ATP-dependent chaperone ClpB
chromosome,NZ_CP070228.1,209244,210713,+,,,JTE88_RS00865,WP_239519528.1,489,amino acid permease
chromosome,NZ_CP070228.1,210790,211236,-,,,JTE88_RS00870,WP_204424756.1,148,IS3 family transposase
chromosome,NZ_CP070228.1,211244,211630,-,,,JTE88_RS00875,WP_204424758.1,128,IS3 family transposase
chromosome,NZ_CP070228.1,211705,211965,-,,,JTE88_RS00880,WP_204424760.1,86,helix-turn-helix domain-containing protein
chromosome,NZ_CP070228.1,212387,214306,+,,,JTE88_RS00885,WP_204424762.1,639,hypothetical protein
chromosome,NZ_CP070228.1,214580,214840,+,,,JTE88_RS00890,WP_204424760.1,86,helix-turn-helix domain-containing protein
chromosome,NZ_CP070228.1,214915,215301,+,,,JTE88_RS00895,WP_204424758.1,128,IS3 family transposase
chromosome,NZ_CP070228.1,215309,215755,+,,,JTE88_RS00900,WP_204424756.1,148,IS3 family transposase
chromosome,NZ_CP070228.1,215850,216593,-,,,JTE88_RS00905,WP_204424764.1,247,hypothetical protein
chromosome,NZ_CP070228.1,216590,218122,-,,,JTE88_RS00910,WP_204424766.1,510,hypothetical protein
chromosome,NZ_CP070228.1,218340,219419,-,,,JTE88_RS00915,WP_204424768.1,359,inositol-3-phosphate synthase
chromosome,NZ_CP070228.1,219776,220591,+,,,JTE88_RS00920,WP_204424770.1,271,serine hydrolase
chromosome,NZ_CP070228.1,220584,221390,-,,,JTE88_RS00925,WP_204424772.1,268,exodeoxyribonuclease III
chromosome,NZ_CP070228.1,221427,222194,+,,,JTE88_RS00930,WP_204424774.1,255,SDR family NAD(P)-dependent oxidoreductase
chromosome,NZ_CP070228.1,222415,223221,+,,,JTE88_RS00935,WP_204424776.1,268,hypothetical protein
chromosome,NZ_CP070228.1,223338,223736,+,,,JTE88_RS00940,WP_168917162.1,132,MULTISPECIES: (deoxy)nucleoside triphosphate pyrophosphohydrolase
chromosome,NZ_CP070228.1,223777,225408,+,,,JTE88_RS00945,WP_168917163.1,543,MULTISPECIES: TIGR04141 family sporadically distributed protein
chromosome,NZ_CP070228.1,225459,226163,+,,,JTE88_RS00950,WP_168917164.1,234,MULTISPECIES: Eco47II family restriction endonuclease
chromosome,NZ_CP070228.1,226218,227480,+,,dcm,JTE88_RS00955,WP_168917165.1,420,MULTISPECIES: DNA (cytosine-5-)-methyltransferase
chromosome,NZ_CP070228.1,227492,227995,+,,,JTE88_RS00960,WP_204424778.1,167,hypothetical protein
chromosome,NZ_CP070228.1,228075,228704,+,,,JTE88_RS00965,WP_239519574.1,209,RNA methyltransferase
chromosome,NZ_CP070228.1,228796,229590,-,,,JTE88_RS00970,WP_204424779.1,264,type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein
chromosome,NZ_CP070228.1,229924,230946,+,,fbaA,JTE88_RS00975,WP_204424781.1,340,class II fructose-bisphosphate aldolase
chromosome,NZ_CP070228.1,231193,232848,+,,,JTE88_RS00980,WP_204424783.1,551,DUF4091 domain-containing protein
chromosome,NZ_CP070228.1,232845,235865,+,,,JTE88_RS00985,WP_204424785.1,1006,hypothetical protein
chromosome,NZ_CP070228.1,235923,237410,+,,,JTE88_RS00990,WP_204424786.1,495,cellulase family glycosylhydrolase
chromosome,NZ_CP070228.1,237540,238862,+,,,JTE88_RS00995,WP_204424794.1,440,extracellular solute-binding protein
chromosome,NZ_CP070228.1,238931,239881,+,,,JTE88_RS01000,WP_204424796.1,316,sugar ABC transporter permease
chromosome,NZ_CP070228.1,239881,240792,+,,,JTE88_RS01005,WP_204424798.1,303,carbohydrate ABC transporter permease
chromosome,NZ_CP070228.1,240859,241368,-,,,JTE88_RS01010,WP_204424800.1,169,hypothetical protein
chromosome,NZ_CP070228.1,241352,242224,-,,,JTE88_RS01015,WP_204424801.1,290,hypothetical protein
chromosome,NZ_CP070228.1,242347,243294,-,,,JTE88_RS01020,WP_204424803.1,315,hypothetical protein
chromosome,NZ_CP070228.1,243697,245553,+,,,JTE88_RS01025,WP_204424804.1,618,phosphoenolpyruvate carboxykinase (GTP)
chromosome,NZ_CP070228.1,245762,246655,+,,,JTE88_RS01030,WP_204424805.1,297,phosphoribosylaminoimidazolesuccinocarboxamide synthase
chromosome,NZ_CP070228.1,246786,248123,+,,gdhA,JTE88_RS01035,WP_204424806.1,445,NADP-specific glutamate dehydrogenase
chromosome,NZ_CP070228.1,248511,249440,+,,,JTE88_RS01040,WP_239519529.1,309,class C sortase
chromosome,NZ_CP070228.1,249500,250249,+,,,JTE88_RS01045,WP_204424807.1,249,hypothetical protein
chromosome,NZ_CP070228.1,250267,253995,+,,,JTE88_RS01050,WP_204424808.1,1242,hypothetical protein
chromosome,NZ_CP070228.1,254204,254560,+,,,JTE88_RS01055,WP_239519530.1,118,sterol carrier family protein
chromosome,NZ_CP070228.1,254644,254877,-,,,JTE88_RS01060,WP_204424810.1,77,DUF3073 family protein
chromosome,NZ_CP070228.1,255237,255431,+,,,JTE88_RS01065,WP_204424812.1,64,helix-turn-helix domain-containing protein
chromosome,NZ_CP070228.1,255549,255899,-,,,JTE88_RS01070,WP_204424814.1,116,DUF3618 domain-containing protein
chromosome,NZ_CP070228.1,255896,256339,-,,,JTE88_RS01075,WP_204424815.1,147,phage holin family protein
chromosome,NZ_CP070228.1,256461,258296,-,,,JTE88_RS01080,WP_204424817.1,611,virulence factor MviN
chromosome,NZ_CP070228.1,258992,260563,+,,,JTE88_RS01105,WP_204424819.1,523,mechanosensitive ion channel family protein
chromosome,NZ_CP070228.1,260569,261021,+,,msrB,JTE88_RS01110,WP_204424820.1,150,peptide-methionine (R)-S-oxide reductase MsrB
chromosome,NZ_CP070228.1,261021,261815,+,,,JTE88_RS01115,WP_204424821.1,264,endonuclease/exonuclease/phosphatase family protein
chromosome,NZ_CP070228.1,261837,261992,+,,,JTE88_RS01120,WP_204424822.1,51,hypothetical protein
chromosome,NZ_CP070228.1,261965,262315,+,,,JTE88_RS01125,WP_204424823.1,116,EamA family transporter
chromosome,NZ_CP070228.1,262688,263284,+,,,JTE88_RS01135,WP_204424824.1,198,hypothetical protein
chromosome,NZ_CP070228.1,263377,266151,-,,,JTE88_RS01140,WP_204424826.1,924,GDSL-type esterase/lipase family protein
chromosome,NZ_CP070228.1,266156,266644,-,,,JTE88_RS01145,WP_204424828.1,162,hypothetical protein
chromosome,NZ_CP070228.1,266750,267760,-,,,JTE88_RS01150,WP_204424830.1,336,inorganic phosphate transporter family protein
chromosome,NZ_CP070228.1,267760,268344,-,,,JTE88_RS01155,WP_239519575.1,194,DUF47 family protein
chromosome,NZ_CP070228.1,268648,270078,+,,,JTE88_RS01160,WP_204424832.1,476,sodium:alanine symporter family protein
chromosome,NZ_CP070228.1,271237,272037,+,,,JTE88_RS01165,WP_204424833.1,266,hypothetical protein
chromosome,NZ_CP070228.1,272071,272685,+,,,JTE88_RS01170,WP_204424834.1,204,heme-binding beta-barrel domain-containing protein
