# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10106	10543	+							JTE88_RS00035	438		old_locus_tag=JTE88_00035
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10106	10543	+	WP_204424503.1	WP_204424503.1		DUF3566 domain-containing protein			JTE88_RS00035	438	145	
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10674	10747	+							JTE88_RS00040	74		old_locus_tag=JTE88_00040
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10674	10747	+				tRNA-Ile			JTE88_RS00040	74		anticodon=GAT
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10771	10890	+							JTE88_RS09005	120		
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10771	10890	+	WP_239519520.1	WP_239519520.1		DLW-39 family protein			JTE88_RS09005	120	39	
gene	tRNA	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10914	10986	+							JTE88_RS00045	73		old_locus_tag=JTE88_00045
tRNA		GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	10914	10986	+				tRNA-Ala			JTE88_RS00045	73		anticodon=TGC
gene	pseudogene	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	11224	12467	+							JTE88_RS00050	1244		pseudo;old_locus_tag=JTE88_00050
CDS	without_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	11224	12467	+				ISL3 family transposase			JTE88_RS00050	1244		pseudo
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	13005	17609	+							JTE88_RS00060	4605		old_locus_tag=JTE88_00060
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	13005	17609	+	WP_204424506.1	WP_204424506.1		DUF4982 domain-containing protein			JTE88_RS00060	4605	1534	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	17798	18370	+							JTE88_RS00065	573		old_locus_tag=JTE88_00065
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	17798	18370	+	WP_204424508.1	WP_204424508.1		GNAT family N-acetyltransferase			JTE88_RS00065	573	190	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	18374	19063	-							JTE88_RS00070	690		old_locus_tag=JTE88_00070
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	18374	19063	-	WP_204424509.1	WP_204424509.1		TetR/AcrR family transcriptional regulator			JTE88_RS00070	690	229	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	19182	22106	+							JTE88_RS00075	2925		old_locus_tag=JTE88_00075
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	19182	22106	+	WP_204424510.1	WP_204424510.1		YhgE/Pip domain-containing protein			JTE88_RS00075	2925	974	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	22170	22985	-							JTE88_RS00080	816		old_locus_tag=JTE88_00080
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	22170	22985	-	WP_204424512.1	WP_204424512.1		CAMP factor family pore-forming toxin			JTE88_RS00080	816	271	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	23334	24992	+							JTE88_RS00085	1659		old_locus_tag=JTE88_00085
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	23334	24992	+	WP_204424513.1	WP_204424513.1		lactate permease LctP family transporter			JTE88_RS00085	1659	552	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	25034	25822	+							JTE88_RS00090	789		old_locus_tag=JTE88_00090
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	25034	25822	+	WP_204424514.1	WP_204424514.1		(Fe-S)-binding protein			JTE88_RS00090	789	262	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	25849	27345	+							JTE88_RS00095	1497		old_locus_tag=JTE88_00095
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	25849	27345	+	WP_239519596.1	WP_239519596.1		LutB/LldF family L-lactate oxidation iron-sulfur protein			JTE88_RS00095	1497	498	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	27342	27992	+							JTE88_RS00100	651		old_locus_tag=JTE88_00100
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	27342	27992	+	WP_204424518.1	WP_204424518.1		lactate utilization protein C			JTE88_RS00100	651	216	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	28133	29830	+							JTE88_RS00105	1698		old_locus_tag=JTE88_00105
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	28133	29830	+	WP_204424520.1	WP_204424520.1		bifunctional metallophosphatase/5'-nucleotidase			JTE88_RS00105	1698	565	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	30028	32334	+							JTE88_RS00110	2307		old_locus_tag=JTE88_00110
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	30028	32334	+	WP_204424522.1	WP_204424522.1		exo-alpha-sialidase			JTE88_RS00110	2307	768	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	32476	34311	+							JTE88_RS00115	1836		old_locus_tag=JTE88_00115
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	32476	34311	+	WP_204424524.1	WP_204424524.1		BCCT family transporter			JTE88_RS00115	1836	611	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	34447	35445	+					rarD		JTE88_RS00120	999		old_locus_tag=JTE88_00120
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	34447	35445	+	WP_204424525.1	WP_204424525.1		EamA family transporter RarD	rarD		JTE88_RS00120	999	332	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	35553	37997	+							JTE88_RS00125	2445		old_locus_tag=JTE88_00125
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	35553	37997	+	WP_204424527.1	WP_204424527.1		VWA domain-containing protein			JTE88_RS00125	2445	814	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	38074	39261	-							JTE88_RS00130	1188		old_locus_tag=JTE88_00130
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	38074	39261	-	WP_204424528.1	WP_204424528.1		hypothetical protein			JTE88_RS00130	1188	395	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	39264	42293	-							JTE88_RS00135	3030		old_locus_tag=JTE88_00135
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	39264	42293	-	WP_204424529.1	WP_204424529.1		alpha-mannosidase			JTE88_RS00135	3030	1009	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	42465	43496	+							JTE88_RS00140	1032		old_locus_tag=JTE88_00140
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	42465	43496	+	WP_204424531.1	WP_204424531.1		LacI family transcriptional regulator			JTE88_RS00140	1032	343	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	43493	44425	+							JTE88_RS00145	933		old_locus_tag=JTE88_00145
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	43493	44425	+	WP_204424533.1	WP_204424533.1		carbohydrate kinase			JTE88_RS00145	933	310	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	44493	45767	-							JTE88_RS00150	1275		old_locus_tag=JTE88_00150
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	44493	45767	-	WP_204424534.1	WP_204424534.1		AGE family epimerase/isomerase			JTE88_RS00150	1275	424	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	45984	46325	+							JTE88_RS00155	342		old_locus_tag=JTE88_00155
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	45984	46325	+	WP_204424536.1	WP_204424536.1		hypothetical protein			JTE88_RS00155	342	113	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	46413	47153	-							JTE88_RS00160	741		old_locus_tag=JTE88_00160
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	46413	47153	-	WP_204424538.1	WP_204424538.1		TSUP family transporter			JTE88_RS00160	741	246	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	47342	48475	+							JTE88_RS00165	1134		old_locus_tag=JTE88_00165
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	47342	48475	+	WP_239519521.1	WP_239519521.1		zinc-binding dehydrogenase			JTE88_RS00165	1134	377	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	48671	49870	+							JTE88_RS00170	1200		old_locus_tag=JTE88_00170
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	48671	49870	+	WP_204424539.1	WP_204424539.1		Gfo/Idh/MocA family oxidoreductase			JTE88_RS00170	1200	399	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	50042	51646	+							JTE88_RS00175	1605		old_locus_tag=JTE88_00175
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	50042	51646	+	WP_239519597.1	WP_239519597.1		MFS transporter			JTE88_RS00175	1605	534	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	51745	52020	-							JTE88_RS00180	276		old_locus_tag=JTE88_00180
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	51745	52020	-	WP_204424542.1	WP_204424542.1		hypothetical protein			JTE88_RS00180	276	91	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	52521	53381	-							JTE88_RS00185	861		old_locus_tag=JTE88_00185
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	52521	53381	-	WP_204424544.1	WP_204424544.1		TIM barrel protein			JTE88_RS00185	861	286	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	53429	54415	-					iolG		JTE88_RS00190	987		old_locus_tag=JTE88_00190
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	53429	54415	-	WP_204424545.1	WP_204424545.1		inositol 2-dehydrogenase	iolG		JTE88_RS00190	987	328	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	54450	55529	-							JTE88_RS00195	1080		old_locus_tag=JTE88_00195
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	54450	55529	-	WP_204424547.1	WP_204424547.1		transaldolase			JTE88_RS00195	1080	359	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	55732	56508	-							JTE88_RS00200	777		old_locus_tag=JTE88_00200
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	55732	56508	-	WP_204424549.1	WP_204424549.1		GntR family transcriptional regulator			JTE88_RS00200	777	258	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	56687	57676	+					iolC		JTE88_RS00205	990		old_locus_tag=JTE88_00205
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	56687	57676	+	WP_204424551.1	WP_204424551.1		5-dehydro-2-deoxygluconokinase	iolC		JTE88_RS00205	990	329	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	57673	58539	+							JTE88_RS00210	867		old_locus_tag=JTE88_00210
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	57673	58539	+	WP_204424552.1	WP_204424552.1		deoxyribose-phosphate aldolase			JTE88_RS00210	867	288	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	58536	59432	+					iolB		JTE88_RS00215	897		old_locus_tag=JTE88_00215
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	58536	59432	+	WP_204424554.1	WP_204424554.1		5-deoxy-glucuronate isomerase	iolB		JTE88_RS00215	897	298	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	59429	61318	+					iolD		JTE88_RS00220	1890		old_locus_tag=JTE88_00220
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	59429	61318	+	WP_204424556.1	WP_204424556.1		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)	iolD		JTE88_RS00220	1890	629	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	61511	63004	+							JTE88_RS00225	1494		old_locus_tag=JTE88_00225
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	61511	63004	+	WP_204425668.1	WP_204425668.1		CoA-acylating methylmalonate-semialdehyde dehydrogenase			JTE88_RS00225	1494	497	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	63085	64611	-							JTE88_RS00230	1527		old_locus_tag=JTE88_00230
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	63085	64611	-	WP_204424557.1	WP_204424557.1		M81 family metallopeptidase			JTE88_RS00230	1527	508	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	64645	65748	-							JTE88_RS00235	1104		old_locus_tag=JTE88_00235
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	64645	65748	-	WP_239519522.1	WP_239519522.1		ROK family protein			JTE88_RS00235	1104	367	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	66021	67826	+							JTE88_RS00240	1806		old_locus_tag=JTE88_00240
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	66021	67826	+	WP_204424561.1	WP_204424561.1		peptide ABC transporter substrate-binding protein			JTE88_RS00240	1806	601	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	67926	68885	+							JTE88_RS00245	960		old_locus_tag=JTE88_00245
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	67926	68885	+	WP_204424563.1	WP_204424563.1		ABC transporter permease			JTE88_RS00245	960	319	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	68885	69748	+							JTE88_RS00250	864		old_locus_tag=JTE88_00250
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	68885	69748	+	WP_204424564.1	WP_204424564.1		ABC transporter permease			JTE88_RS00250	864	287	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	69757	71757	+							JTE88_RS00255	2001		old_locus_tag=JTE88_00255
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	69757	71757	+	WP_204424566.1	WP_204424566.1		ABC transporter ATP-binding protein			JTE88_RS00255	2001	666	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	71763	72668	+							JTE88_RS00260	906		old_locus_tag=JTE88_00260
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	71763	72668	+	WP_204424569.1	WP_204424569.1		ROK family protein			JTE88_RS00260	906	301	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	72662	73939	+							JTE88_RS00265	1278		old_locus_tag=JTE88_00265
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	72662	73939	+	WP_204424571.1	WP_204424571.1		alpha-L-fucosidase			JTE88_RS00265	1278	425	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	73978	74637	+							JTE88_RS00270	660		old_locus_tag=JTE88_00270
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	73978	74637	+	WP_204424572.1	WP_204424572.1		copper homeostasis protein CutC			JTE88_RS00270	660	219	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	75411	76295	+							JTE88_RS00275	885		old_locus_tag=JTE88_00275
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	75411	76295	+	WP_239519523.1	WP_239519523.1		glycosyltransferase family 2 protein			JTE88_RS00275	885	294	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	76444	77187	+							JTE88_RS00280	744		old_locus_tag=JTE88_00280
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	76444	77187	+	WP_204425669.1	WP_204425669.1		glycerophosphoryl diester phosphodiesterase			JTE88_RS00280	744	247	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	77325	78704	+							JTE88_RS00285	1380		old_locus_tag=JTE88_00285
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	77325	78704	+	WP_204424576.1	WP_204424576.1		MFS transporter			JTE88_RS00285	1380	459	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	78838	79830	-					rfbB		JTE88_RS00290	993		old_locus_tag=JTE88_00290
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	78838	79830	-	WP_204424578.1	WP_204424578.1		dTDP-glucose 4,6-dehydratase	rfbB		JTE88_RS00290	993	330	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	79857	81089	-							JTE88_RS00295	1233		old_locus_tag=JTE88_00295
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	79857	81089	-	WP_204424580.1	WP_204424580.1		ABC transporter ATP-binding protein			JTE88_RS00295	1233	410	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	81089	81865	-							JTE88_RS00300	777		old_locus_tag=JTE88_00300
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	81089	81865	-	WP_239519524.1	WP_239519524.1		ABC transporter permease			JTE88_RS00300	777	258	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	82194	83720	+							JTE88_RS00305	1527		old_locus_tag=JTE88_00305
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	82194	83720	+	WP_204424583.1	WP_204424583.1		hypothetical protein			JTE88_RS00305	1527	508	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	83717	86158	+							JTE88_RS00310	2442		old_locus_tag=JTE88_00310
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	83717	86158	+	WP_204424584.1	WP_204424584.1		glycosyltransferase			JTE88_RS00310	2442	813	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	86185	87762	+							JTE88_RS00315	1578		old_locus_tag=JTE88_00315
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	86185	87762	+	WP_204424586.1	WP_204424586.1		DUF2142 domain-containing protein			JTE88_RS00315	1578	525	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	87783	89033	-							JTE88_RS00320	1251		old_locus_tag=JTE88_00320
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	87783	89033	-	WP_204424587.1	WP_204424587.1		polysaccharide biosynthesis protein			JTE88_RS00320	1251	416	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	89211	90347	+							JTE88_RS00325	1137		old_locus_tag=JTE88_00325
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	89211	90347	+	WP_239519598.1	WP_239519598.1		glycosyltransferase			JTE88_RS00325	1137	378	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	90351	91217	-							JTE88_RS00330	867		old_locus_tag=JTE88_00330
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	90351	91217	-	WP_204424590.1	WP_204424590.1		LicD family protein			JTE88_RS00330	867	288	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	91302	93089	-							JTE88_RS00335	1788		old_locus_tag=JTE88_00335
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	91302	93089	-	WP_204424591.1	WP_204424591.1		phosphotransferase			JTE88_RS00335	1788	595	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	93328	94023	+							JTE88_RS00340	696		old_locus_tag=JTE88_00340
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	93328	94023	+	WP_239519599.1	WP_239519599.1		glycosyltransferase family 2 protein			JTE88_RS00340	696	231	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	94027	94452	+							JTE88_RS00345	426		old_locus_tag=JTE88_00345
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	94027	94452	+	WP_204424594.1	WP_204424594.1		DUF2304 family protein			JTE88_RS00345	426	141	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	94430	95539	-							JTE88_RS00350	1110		old_locus_tag=JTE88_00350
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	94430	95539	-	WP_204424596.1	WP_204424596.1		glycosyltransferase family 4 protein			JTE88_RS00350	1110	369	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	95691	96827	+							JTE88_RS00355	1137		old_locus_tag=JTE88_00355
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	95691	96827	+	WP_204424597.1	WP_204424597.1		cell wall-binding protein			JTE88_RS00355	1137	378	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	96924	97511	+							JTE88_RS00360	588		old_locus_tag=JTE88_00360
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	96924	97511	+	WP_204424598.1	WP_204424598.1		hypothetical protein			JTE88_RS00360	588	195	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	97558	99129	-							JTE88_RS00365	1572		old_locus_tag=JTE88_00365
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	97558	99129	-	WP_204424599.1	WP_204424599.1		NlpC/P60 family protein			JTE88_RS00365	1572	523	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	99185	100033	-					rfbD		JTE88_RS00370	849		old_locus_tag=JTE88_00370
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	99185	100033	-	WP_204424600.1	WP_204424600.1		dTDP-4-dehydrorhamnose reductase	rfbD		JTE88_RS00370	849	282	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	100160	100777	+							JTE88_RS00375	618		old_locus_tag=JTE88_00375
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	100160	100777	+	WP_204424601.1	WP_204424601.1		dTDP-4-dehydrorhamnose 3,5-epimerase family protein			JTE88_RS00375	618	205	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	100758	101726	-							JTE88_RS00380	969		old_locus_tag=JTE88_00380
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	100758	101726	-	WP_204424602.1	WP_204424602.1		hypothetical protein			JTE88_RS00380	969	322	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	101743	102618	-							JTE88_RS00385	876		old_locus_tag=JTE88_00385
CDS	with_protein	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	101743	102618	-	WP_204424603.1	WP_204424603.1		glycosyltransferase family 2 protein			JTE88_RS00385	876	291	
gene	protein_coding	GCF_016904675.1	Primary Assembly	chromosome		NZ_CP070228.1	102620	103495	-					rfbA		JTE88_RS00390	876		old_locus_tag=JTE88_00390
