query_id	subject_id	pct_identity	aln_length	n_of_mismatches	number_gap_openings	q_start	q_end	s_start	s_end	e_value	bit_score	query_length	query_coverage	subject_length
lcl|NC_014218.1_cds_237	lcl|NZ_CP099547.1_cds_WP_252673754.1_506	82.472	445	76	2	119	562	1129	1572	7.65e-109	388	562	79	1572
lcl|NC_014218.1_cds_WP_013169496.1_241	lcl|NZ_CP099547.1_cds_WP_252673471.1_193	78.134	2712	567	22	1	2699	1	2699	0.0	1700	2739	99	2739
lcl|NC_014218.1_cds_WP_013169517.1_262	lcl|NZ_CP099547.1_cds_WP_252673489.1_213	78.475	1561	322	13	32	1585	26	1579	0.0	1009	1590	98	1584
lcl|NC_014218.1_cds_WP_013169523.1_268	lcl|NZ_CP099547.1_cds_WP_252673496.1_220	78.017	1674	336	22	1	1646	1	1670	0.0	1024	1698	97	1734
lcl|NC_014218.1_cds_WP_013169533.1_278	lcl|NZ_CP099547.1_cds_WP_252673502.1_226	76.349	630	147	2	28	656	28	656	3.37e-93	337	669	94	669
lcl|NC_014218.1_cds_WP_013169535.1_280	lcl|NZ_CP099547.1_cds_WP_252673504.1_228	85.366	164	24	0	1	164	1	164	1.09e-43	171	216	76	216
lcl|NC_014218.1_cds_WP_005504750.1_281	lcl|NZ_CP099547.1_cds_WP_005504750.1_229	93.939	99	6	0	1	99	1	99	5.82e-38	150	99	100	99
lcl|NC_014218.1_cds_WP_013169555.1_301	lcl|NZ_CP099547.1_cds_WP_252673520.1_248	74.565	2414	569	39	1	2393	1	2390	0.0	1014	2598	92	2595
lcl|NC_014218.1_cds_WP_013169559.1_305	lcl|NZ_CP099547.1_cds_WP_252673523.1_252	85.050	301	43	2	1	300	1	300	4.11e-84	305	300	100	300
lcl|NC_014218.1_cds_WP_013169561.1_307	lcl|NZ_CP099547.1_cds_WP_252673524.1_254	75.234	1498	340	27	1	1482	1	1483	0.0	682	1533	97	1533
lcl|NC_014218.1_cds_WP_013169562.1_308	lcl|NZ_CP099547.1_cds_WP_252673525.1_255	75.156	1445	331	22	166	1596	166	1596	0.0	654	1602	89	1599
lcl|NC_014218.1_cds_WP_013169585.1_331	lcl|NZ_CP099547.1_cds_WP_252673546.1_277	77.317	917	197	10	1	910	1	913	1.99e-151	531	918	99	921
lcl|NC_014218.1_cds_WP_013169589.1_335	lcl|NZ_CP099547.1_cds_WP_252673550.1_281	77.716	543	117	4	63	603	63	603	5.09e-91	329	606	89	609
lcl|NC_014218.1_cds_WP_041640647.1_344	lcl|NZ_CP099547.1_cds_WP_252673563.1_295	76.224	572	132	4	18	587	18	587	4.05e-82	300	615	93	627
lcl|NC_014218.1_cds_WP_013169599.1_345	lcl|NZ_CP099547.1_cds_WP_252673564.1_296	75.799	3756	843	52	1	3717	22	3750	0.0	1840	3717	100	3750
lcl|NC_014218.1_cds_WP_223804433.1_387	lcl|NZ_CP099547.1_cds_WP_252674061.1_340	84.914	2320	340	10	1	2315	1	2315	0.0	2337	2334	99	2334
lcl|NC_014218.1_cds_WP_013169644.1_390	lcl|NZ_CP099547.1_cds_WP_252673618.1_358	71.646	395	98	14	234	621	351	738	7.37e-21	97.1	789	49	915
lcl|NC_014218.1_cds_WP_013169670.1_417	lcl|NZ_CP099547.1_cds_WP_252673645.1_386	74.486	1168	279	16	21	1178	20	1178	1.68e-138	488	1260	92	1260
lcl|NC_014218.1_cds_WP_013169680.1_428	lcl|NZ_CP099547.1_cds_WP_252673653.1_394	75.219	1372	318	21	43	1403	40	1400	0.0	630	1446	94	1431
lcl|NC_014218.1_cds_WP_013169681.1_430	lcl|NZ_CP099547.1_cds_WP_252673655.1_396	84.011	2089	328	6	1	2086	1	2086	0.0	2002	2088	99	2088
lcl|NC_014218.1_cds_WP_111724973.1_431	lcl|NZ_CP099547.1_cds_WP_252674062.1_397	92.130	216	17	0	37	252	1	216	3.40e-84	305	252	86	216
lcl|NC_014218.1_cds_WP_013169683.1_432	lcl|NZ_CP099547.1_cds_WP_252673656.1_398	81.567	906	161	6	1	903	1	903	0.0	743	927	97	927
lcl|NC_014218.1_cds_WP_013169706.1_456	lcl|NZ_CP099547.1_cds_WP_252673723.1_474	84.881	377	55	2	1	376	1	376	3.05e-106	379	378	99	378
lcl|NC_014218.1_cds_WP_013169706.1_456	lcl|NZ_CP099547.1_cds_WP_252672634.1_1028	83.641	379	60	2	1	378	1	378	5.14e-99	355	378	100	378
lcl|NC_014218.1_cds_WP_231957964.1_470	lcl|NZ_CP099547.1_cds_WP_252673675.1_420	75.857	2568	578	38	79	2625	1	2547	0.0	1269	2625	97	2547
lcl|NC_014218.1_cds_WP_013169725.1_477	lcl|NZ_CP099547.1_cds_WP_013169725.1_427	95.706	163	7	0	1	163	1	163	1.31e-71	263	165	99	165
lcl|NC_014218.1_cds_WP_013169732.1_484	lcl|NZ_CP099547.1_cds_WP_252673687.1_434	78.736	2342	486	10	1	2336	1	2336	0.0	1555	2358	99	2358
lcl|NC_014218.1_cds_WP_013169735.1_487	lcl|NZ_CP099547.1_cds_WP_252673690.1_437	80.277	289	55	2	7	294	10	297	1.94e-57	217	294	98	297
lcl|NC_014218.1_cds_WP_231957962.1_509	lcl|NZ_CP099547.1_cds_WP_252673721.1_472	84.768	1011	148	6	1	1008	370	1377	0.0	1009	1008	100	1377
lcl|NC_014218.1_cds_WP_231957960.1_511	lcl|NZ_CP099547.1_cds_WP_252673722.1_473	89.272	261	28	0	1	261	199	459	7.54e-91	327	261	100	459
lcl|NC_014218.1_cds_WP_013169753.1_512	lcl|NZ_CP099547.1_cds_WP_252673723.1_474	87.784	352	41	2	1	351	1	351	1.01e-115	411	354	99	378
lcl|NC_014218.1_cds_WP_013169753.1_512	lcl|NZ_CP099547.1_cds_WP_252672634.1_1028	86.792	318	40	2	1	317	1	317	1.72e-98	353	354	90	378
lcl|NC_014218.1_cds_WP_041640319.1_519	lcl|NZ_CP099547.1_cds_WP_252673732.1_483	83.992	1543	233	13	18	1553	18	1553	0.0	1469	1605	96	1605
lcl|NC_014218.1_cds_WP_041640319.1_519	lcl|NZ_CP099547.1_cds_WP_252672626.1_1020	81.663	1527	256	22	19	1533	19	1533	0.0	1247	1605	94	1605
lcl|NC_014218.1_cds_WP_013169764.1_521	lcl|NZ_CP099547.1_cds_WP_252673733.1_485	80.083	482	96	0	100	581	97	578	8.08e-100	359	750	64	1305
lcl|NC_014218.1_cds_WP_013169764.1_521	lcl|NZ_CP099547.1_cds_WP_252673754.1_506	86.441	118	16	0	619	736	1441	1558	6.90e-31	130	750	16	1572
lcl|NC_014218.1_cds_WP_013169773.1_528	lcl|NZ_CP099547.1_cds_WP_252673757.1_510	71.067	947	218	47	285	1205	289	1205	1.27e-45	180	1395	66	1395
lcl|NC_014218.1_cds_WP_013169780.1_536	lcl|NZ_CP099547.1_cds_WP_252673767.1_520	78.312	1540	316	11	1	1535	1	1527	0.0	977	1539	99	1527
lcl|NC_014218.1_cds_WP_013169787.1_543	lcl|NZ_CP099547.1_cds_WP_252673770.1_524	76.541	1833	416	12	1	1826	1	1826	0.0	990	1827	99	1827
lcl|NC_014218.1_cds_WP_013169789.1_545	lcl|NZ_CP099547.1_cds_WP_252673771.1_525	80.261	2609	497	16	1	2600	1	2600	0.0	1949	2673	97	2676
lcl|NC_014218.1_cds_WP_013169799.1_557	lcl|NZ_CP099547.1_cds_WP_252673783.1_538	78.886	1454	295	10	1	1448	1	1448	0.0	974	1542	94	1554
lcl|NC_014218.1_cds_WP_261974472.1_562	lcl|NZ_CP099547.1_cds_WP_252674073.1_543	87.805	410	50	0	13	422	1	410	9.63e-137	481	444	92	465
lcl|NC_014218.1_cds_WP_013169806.1_563	lcl|NZ_CP099547.1_cds_WP_252673787.1_544	92.405	237	18	0	1	237	1	237	3.14e-94	339	237	100	237
lcl|NC_014218.1_cds_WP_013169809.1_566	lcl|NZ_CP099547.1_cds_WP_252674074.1_547	85.028	354	53	0	1	354	4	357	1.03e-100	361	354	100	357
lcl|NC_014218.1_cds_WP_013169820.1_577	lcl|NZ_CP099547.1_cds_WP_252673798.1_556	86.997	746	97	0	1	746	1	746	0.0	841	816	91	843
lcl|NC_014218.1_cds_WP_013169821.1_578	lcl|NZ_CP099547.1_cds_WP_252673799.1_557	85.649	871	120	5	1	867	1	870	0.0	911	867	100	870
lcl|NC_014218.1_cds_WP_013169822.1_579	lcl|NZ_CP099547.1_cds_WP_252673806.1_571	75.405	740	166	12	1	732	1	732	2.30e-95	344	762	96	777
lcl|NC_014218.1_cds_WP_013169823.1_580	lcl|NZ_CP099547.1_cds_WP_252673807.1_572	80.567	247	46	2	595	840	583	828	1.33e-48	189	885	28	873
lcl|NC_014218.1_cds_WP_138975065.1_591	lcl|NZ_CP099547.1_cds_WP_252674079.1_618	79.167	192	37	3	254	443	5	195	4.17e-31	130	462	41	447
lcl|NC_014218.1_cds_WP_013169834.1_595	lcl|NZ_CP099547.1_cds_WP_252673812.1_577	77.240	703	152	6	31	729	31	729	1.01e-113	405	741	94	741
lcl|NC_014218.1_cds_WP_013169836.1_597	lcl|NZ_CP099547.1_cds_WP_252673814.1_579	72.104	846	230	6	52	894	4	846	6.08e-67	250	894	94	846
lcl|NC_014218.1_cds_WP_013169848.1_609	lcl|NZ_CP099547.1_cds_WP_252673824.1_591	83.720	1984	323	0	931	2914	898	2881	0.0	1875	2916	74	2883
lcl|NC_014218.1_cds_WP_013169848.1_609	lcl|NZ_CP099547.1_cds_WP_252673824.1_591	89.560	182	19	0	1	182	1	182	7.28e-61	231	2916	74	2883
lcl|NC_014218.1_cds_WP_013169849.1_610	lcl|NZ_CP099547.1_cds_WP_252673825.1_592	79.552	357	73	0	1	357	1	357	7.00e-69	255	489	73	456
lcl|NC_014218.1_cds_WP_013169865.1_629	lcl|NZ_CP099547.1_cds_WP_168917522.1_608	90.741	270	25	0	1	270	1	270	7.71e-101	361	270	100	270
lcl|NC_014218.1_cds_WP_041640339.1_630	lcl|NZ_CP099547.1_cds_WP_252673839.1_609	83.427	2305	372	8	1	2300	1	2300	0.0	2132	2382	97	2373
lcl|NC_014218.1_cds_WP_013169867.1_631	lcl|NZ_CP099547.1_cds_WP_252673840.1_610	75.701	214	50	2	249	461	144	356	1.89e-23	106	1206	18	1128
lcl|NC_014218.1_cds_WP_111724966.1_642	lcl|NZ_CP099547.1_cds_WP_252673852.1_627	78.150	1524	316	12	694	2207	838	2354	0.0	953	2415	63	2595
lcl|NC_014218.1_cds_WP_223804438.1_645	lcl|NZ_CP099547.1_cds_WP_252673855.1_630	80.925	346	66	0	7	352	1	346	1.38e-74	274	354	98	348
lcl|NC_014218.1_cds_WP_111724965.1_649	lcl|NZ_CP099547.1_cds_WP_252673860.1_635	71.230	862	238	10	7	863	7	863	1.09e-54	209	942	91	936
lcl|NC_014218.1_cds_WP_013169913.1_678	lcl|NZ_CP099547.1_cds_WP_252673888.1_664	81.990	583	100	5	1	579	1	582	2.10e-139	490	579	100	582
lcl|NC_014218.1_cds_WP_013169923.1_689	lcl|NZ_CP099547.1_cds_WP_252673898.1_675	80.272	1399	266	10	1	1394	1	1394	0.0	1046	1395	99	1395
lcl|NC_014218.1_cds_WP_013169927.1_693	lcl|NZ_CP099547.1_cds_WP_252673901.1_678	73.121	1224	313	14	32	1247	32	1247	4.76e-119	424	1251	97	1251
lcl|NC_014218.1_cds_WP_013169928.1_694	lcl|NZ_CP099547.1_cds_WP_252673902.1_679	82.092	1128	196	5	109	1233	106	1230	0.0	959	1233	91	1230
lcl|NC_014218.1_cds_WP_041640360.1_805	lcl|NZ_CP099547.1_cds_WP_252674003.1_783	78.619	1955	406	12	19	1967	1	1949	0.0	1284	2031	96	2013
lcl|NC_014218.1_cds_WP_013170047.1_817	lcl|NZ_CP099547.1_cds_WP_252674015.1_795	75.388	1674	392	19	1	1664	1	1664	0.0	791	1857	90	1857
lcl|NC_014218.1_cds_WP_041640362.1_829	lcl|NZ_CP099547.1_cds_WP_252674026.1_807	78.986	1775	361	11	1	1769	1	1769	0.0	1201	1818	97	1824
lcl|NC_014218.1_cds_WP_013170063.1_833	lcl|NZ_CP099547.1_cds_WP_252674031.1_812	83.253	621	104	0	1	621	1	621	7.85e-164	571	621	100	621
lcl|NC_014218.1_cds_WP_013170066.1_836	lcl|NZ_CP099547.1_cds_WP_252674034.1_815	75.694	432	104	1	691	1122	691	1121	2.79e-56	215	1122	39	1125
lcl|NC_014218.1_cds_WP_013170076.1_846	lcl|NZ_CP099547.1_cds_WP_252674043.1_824	84.470	264	41	0	1	264	19	282	7.86e-71	261	264	100	282
lcl|NC_014218.1_cds_WP_013170077.1_847	lcl|NZ_CP099547.1_cds_WP_252674044.1_825	74.696	411	96	8	19	425	19	425	1.53e-44	176	1302	31	1287
lcl|NC_014218.1_cds_WP_013170105.1_875	lcl|NZ_CP099547.1_cds_WP_252672464.1_856	80.753	1195	228	2	1	1194	1	1194	0.0	931	1194	100	1194
lcl|NC_014218.1_cds_WP_013170106.1_876	lcl|NZ_CP099547.1_cds_WP_252672465.1_857	86.660	1012	127	6	1	1008	1	1008	0.0	1114	1008	100	1008
lcl|NC_014218.1_cds_880	lcl|NZ_CP099547.1_cds_WP_252672468.1_860	73.849	1889	466	22	1	1876	1	1874	0.0	726	1970	95	1971
lcl|NC_014218.1_cds_WP_041640843.1_881	lcl|NZ_CP099547.1_cds_WP_252672469.1_861	77.207	2764	604	24	1	2751	1	2751	0.0	1591	2868	96	2865
lcl|NC_014218.1_cds_WP_013170115.1_886	lcl|NZ_CP099547.1_cds_WP_252672475.1_868	91.076	1468	120	9	1	1461	1	1464	0.0	1975	1470	99	1473
lcl|NC_014218.1_cds_WP_111724903.1_907	lcl|NZ_CP099547.1_cds_1615	79.921	254	47	4	1	253	811	1061	2.09e-47	183	312	81	1237
lcl|NC_014218.1_cds_WP_111724903.1_907	lcl|NZ_CP099547.1_cds_1600	79.921	254	47	4	1	253	812	1062	2.09e-47	183	312	81	1238
lcl|NC_014218.1_cds_WP_111724903.1_907	lcl|NZ_CP099547.1_cds_622	79.921	254	47	4	1	253	811	1061	2.09e-47	183	312	81	1237
lcl|NC_014218.1_cds_WP_111724903.1_907	lcl|NZ_CP099547.1_cds_451	79.921	254	47	4	1	253	811	1061	2.09e-47	183	312	81	1237
lcl|NC_014218.1_cds_WP_013170175.1_949	lcl|NZ_CP099547.1_cds_WP_252672538.1_933	75.344	1091	249	18	1	1081	1	1081	3.97e-144	507	1083	99	1083
lcl|NC_014218.1_cds_WP_013170178.1_952	lcl|NZ_CP099547.1_cds_WP_252672541.1_936	77.368	813	178	6	1	810	1	810	2.31e-135	477	810	100	810
lcl|NC_014218.1_cds_WP_013170179.1_953	lcl|NZ_CP099547.1_cds_WP_252672542.1_937	78.658	2057	402	33	1	2037	1	2040	0.0	1332	2037	100	2040
lcl|NC_014218.1_cds_WP_013170181.1_955	lcl|NZ_CP099547.1_cds_WP_252672544.1_939	78.854	1466	288	17	118	1572	121	1575	0.0	970	1572	93	1575
lcl|NC_014218.1_cds_WP_013170183.1_957	lcl|NZ_CP099547.1_cds_WP_252672546.1_941	87.927	381	46	0	1	381	1	381	2.31e-127	449	381	100	381
lcl|NC_014218.1_cds_WP_013170184.1_958	lcl|NZ_CP099547.1_cds_WP_013170184.1_942	95.897	195	8	0	1	195	1	195	1.19e-87	316	195	100	195
lcl|NC_014218.1_cds_WP_081440773.1_959	lcl|NZ_CP099547.1_cds_WP_252672547.1_943	84.364	582	89	2	37	617	1	581	2.94e-163	569	645	90	609
lcl|NC_014218.1_cds_WP_013170191.1_965	lcl|NZ_CP099547.1_cds_WP_252672553.1_949	75.761	920	209	13	2	914	2	914	1.62e-127	451	933	98	933
lcl|NC_014218.1_cds_WP_013170203.1_979	lcl|NZ_CP099547.1_cds_WP_252672563.1_959	78.995	776	157	4	2	774	2	774	8.24e-150	525	819	94	819
lcl|NC_014218.1_cds_WP_013170204.1_980	lcl|NZ_CP099547.1_cds_WP_252672564.1_960	80.364	1869	349	13	1	1860	1	1860	0.0	1402	1860	100	1860
lcl|NC_014218.1_cds_WP_013170208.1_984	lcl|NZ_CP099547.1_cds_WP_252672568.1_964	90.661	257	24	0	1	257	1	257	2.76e-95	342	267	96	264
lcl|NC_014218.1_cds_WP_013170222.1_998	lcl|NZ_CP099547.1_cds_WP_252672580.1_977	70.887	1003	264	24	2	990	2	990	1.14e-54	209	990	99	990
lcl|NC_014218.1_cds_WP_013170255.1_1033	lcl|NZ_CP099547.1_cds_WP_252673726.1_477	82.692	572	99	0	2	573	2	573	5.74e-145	508	573	99	573
lcl|NC_014218.1_cds_WP_013170256.1_1034	lcl|NZ_CP099547.1_cds_WP_252672632.1_1026	85.698	902	127	2	1	901	1	901	0.0	950	909	99	909
lcl|NC_014218.1_cds_1035	lcl|NZ_CP099547.1_cds_WP_252673723.1_474	81.429	350	61	3	1	348	4	351	2.27e-77	283	351	99	378
lcl|NC_014218.1_cds_1035	lcl|NZ_CP099547.1_cds_WP_252672634.1_1028	82.609	276	48	0	1	276	4	279	1.07e-65	244	351	79	378
lcl|NC_014218.1_cds_1037	lcl|NZ_CP099547.1_cds_WP_252673717.1_468	90.029	341	34	0	161	501	208	548	5.28e-125	442	514	66	768
lcl|NC_014218.1_cds_WP_013170278.1_1058	lcl|NZ_CP099547.1_cds_WP_252672650.1_1042	93.798	258	16	0	1	258	1	258	3.37e-109	388	258	100	258
lcl|NC_014218.1_cds_WP_013170279.1_1059	lcl|NZ_CP099547.1_cds_WP_252672651.1_1043	94.771	306	16	0	1	306	1	306	8.40e-136	477	306	100	306
lcl|NC_014218.1_cds_WP_013170281.1_1061	lcl|NZ_CP099547.1_cds_WP_252672656.1_1045	78.364	1516	296	27	1	1500	1	1500	0.0	953	1500	100	1500
lcl|NC_014218.1_cds_WP_013170294.1_1074	lcl|NZ_CP099547.1_cds_WP_091280916.1_1058	94.792	192	10	0	1	192	1	192	1.18e-82	300	192	100	192
lcl|NC_014218.1_cds_WP_013170321.1_1101	lcl|NZ_CP099547.1_cds_WP_252672708.1_1082	75.765	425	97	6	265	686	241	662	8.12e-55	209	708	60	684
lcl|NC_014218.1_cds_WP_013170323.1_1103	lcl|NZ_CP099547.1_cds_WP_252672709.1_1084	75.338	961	233	4	29	987	29	987	1.41e-129	459	1353	71	1347
lcl|NC_014218.1_cds_WP_013170326.1_1106	lcl|NZ_CP099547.1_cds_WP_204423435.1_1087	90.071	282	28	0	1	282	1	282	1.74e-102	366	282	100	282
lcl|NC_014218.1_cds_WP_013170385.1_1163	lcl|NZ_CP099547.1_cds_WP_252672766.1_1133	78.330	1449	308	6	1	1446	1	1446	0.0	931	1446	100	1446
lcl|NC_014218.1_cds_WP_013170411.1_1193	lcl|NZ_CP099547.1_cds_WP_252673754.1_506	80.769	312	56	4	206	515	209	518	6.46e-64	241	1566	20	1572
lcl|NC_014218.1_cds_WP_013170413.1_1195	lcl|NZ_CP099547.1_cds_WP_252672800.1_1161	79.412	748	150	4	1	746	1	746	7.65e-150	525	762	98	762
lcl|NC_014218.1_cds_WP_013170415.1_1197	lcl|NZ_CP099547.1_cds_WP_252672802.1_1163	75.779	417	97	4	870	1284	891	1305	5.36e-54	207	1284	32	1305
lcl|NC_014218.1_cds_WP_013170431.1_1213	lcl|NZ_CP099547.1_cds_WP_252672823.1_1179	77.240	1384	305	9	1	1379	1	1379	0.0	802	1563	88	1542
lcl|NC_014218.1_cds_WP_013170433.1_1215	lcl|NZ_CP099547.1_cds_WP_252672825.1_1181	81.081	222	42	0	616	837	616	837	2.72e-45	178	837	27	837
lcl|NC_014218.1_cds_WP_197712435.1_1243	lcl|NZ_CP099547.1_cds_WP_252672835.1_1190	78.496	665	137	5	5	666	2	663	1.49e-121	431	666	99	663
lcl|NC_014218.1_cds_WP_013170468.1_1250	lcl|NZ_CP099547.1_cds_WP_252674093.1_1197	82.407	972	169	2	114	1084	75	1045	0.0	846	1086	89	1047
lcl|NC_014218.1_cds_WP_013170484.1_1266	lcl|NZ_CP099547.1_cds_WP_252672858.1_1209	83.952	997	158	2	1	996	1	996	0.0	953	996	100	996
lcl|NC_014218.1_cds_WP_013170488.1_1269	lcl|NZ_CP099547.1_cds_WP_252672864.1_1212	78.399	2273	478	10	21	2288	21	2285	0.0	1465	2295	99	2292
lcl|NC_014218.1_cds_WP_013170492.1_1273	lcl|NZ_CP099547.1_cds_WP_252672869.1_1216	77.242	892	199	4	1	890	1	890	4.33e-148	520	921	97	927
lcl|NC_014218.1_cds_WP_013170501.1_1285	lcl|NZ_CP099547.1_cds_WP_252672905.1_1257	91.507	1566	133	0	1	1566	1	1566	0.0	2156	1566	100	1566
lcl|NC_014218.1_cds_WP_013170508.1_1290	lcl|NZ_CP099547.1_cds_WP_252672908.1_1259	84.989	926	139	0	1	926	1	926	0.0	941	930	99	933
lcl|NC_014218.1_cds_WP_013170510.1_1292	lcl|NZ_CP099547.1_cds_WP_252672910.1_1261	79.609	1177	232	8	1	1173	1	1173	0.0	837	1173	100	1173
lcl|NC_014218.1_cds_WP_013170511.1_1293	lcl|NZ_CP099547.1_cds_WP_252672911.1_1262	77.121	389	84	5	61	445	61	448	2.33e-58	220	447	86	450
lcl|NC_014218.1_cds_WP_013170513.1_1295	lcl|NZ_CP099547.1_cds_WP_252672913.1_1264	82.590	1390	233	9	1	1385	1	1386	0.0	1218	1389	99	1392
lcl|NC_014218.1_cds_WP_041640968.1_1303	lcl|NZ_CP099547.1_cds_WP_252674097.1_1268	83.562	219	36	0	67	285	1	219	4.05e-54	206	285	77	219
lcl|NC_014218.1_cds_WP_013170520.1_1304	lcl|NZ_CP099547.1_cds_WP_252672918.1_1269	87.732	269	33	0	1	269	1	269	6.75e-87	315	297	91	297
lcl|NC_014218.1_cds_WP_013170524.1_1308	lcl|NZ_CP099547.1_cds_WP_252672923.1_1274	85.339	1978	276	13	1	1971	1	1971	0.0	2034	1971	100	1971
lcl|NC_014218.1_cds_WP_170121734.1_1309	lcl|NZ_CP099547.1_cds_WP_252672924.1_1275	82.603	707	117	6	1	704	1	704	3.21e-178	619	717	98	717
lcl|NC_014218.1_cds_WP_013170527.1_1311	lcl|NZ_CP099547.1_cds_WP_252672928.1_1277	72.105	380	95	10	1	374	1	375	3.96e-23	104	711	53	711
lcl|NC_014218.1_cds_WP_013170535.1_1319	lcl|NZ_CP099547.1_cds_WP_252672937.1_1284	91.770	486	40	0	1	486	1	486	0.0	676	486	100	486
lcl|NC_014218.1_cds_WP_041640978.1_1320	lcl|NZ_CP099547.1_cds_WP_252672939.1_1285	90.090	444	44	0	1	444	1	444	1.19e-165	577	444	100	444
lcl|NC_014218.1_cds_WP_013170537.1_1321	lcl|NZ_CP099547.1_cds_WP_252672941.1_1286	88.889	90	10	0	1	90	1	90	2.95e-25	111	882	10	882
lcl|NC_014218.1_cds_WP_013170541.1_1324	lcl|NZ_CP099547.1_cds_WP_252672944.1_1289	85.075	1005	150	0	1	1005	1	1005	0.0	1026	1005	100	1005
lcl|NC_014218.1_cds_WP_013170542.1_1325	lcl|NZ_CP099547.1_cds_WP_252672946.1_1290	86.514	393	53	0	1	393	1	393	2.40e-122	433	393	100	393
lcl|NC_014218.1_cds_WP_013170543.1_1326	lcl|NZ_CP099547.1_cds_WP_252672947.1_1291	89.344	366	39	0	1	366	1	366	1.05e-130	460	375	98	369
lcl|NC_014218.1_cds_WP_013170544.1_1327	lcl|NZ_CP099547.1_cds_WP_013170544.1_1292	99.107	112	1	0	1	112	1	112	1.88e-53	202	114	98	114
lcl|NC_014218.1_cds_WP_013170545.1_1328	lcl|NZ_CP099547.1_cds_WP_013170545.1_1293	95.946	222	9	0	1	222	1	222	6.23e-101	361	222	100	222
lcl|NC_014218.1_cds_WP_013170563.1_1346	lcl|NZ_CP099547.1_cds_WP_252672953.1_1298	89.071	183	20	0	1	183	1	183	5.36e-61	228	183	100	183
lcl|NC_014218.1_cds_WP_013170564.1_1347	lcl|NZ_CP099547.1_cds_WP_252672954.1_1299	87.288	708	90	0	1	708	1	708	0.0	809	708	100	708
lcl|NC_014218.1_cds_WP_013170565.1_1348	lcl|NZ_CP099547.1_cds_WP_252672955.1_1300	88.441	372	43	0	1	372	1	372	2.25e-127	449	372	100	372
lcl|NC_014218.1_cds_WP_013170566.1_1349	lcl|NZ_CP099547.1_cds_WP_252672956.1_1301	81.970	538	95	2	1	537	1	537	7.09e-129	455	537	100	537
lcl|NC_014218.1_cds_WP_013170567.1_1350	lcl|NZ_CP099547.1_cds_WP_204423872.1_1302	92.732	399	29	0	1	399	1	399	1.07e-165	577	399	100	399
